Pesoh,Cinturah,,,,
77.4,98.9,,,,
53.65,73,,,,
70.4,78.5,,,,
65.5,84.95,,,,
51.8,80.3,,,,
59.9,76.6,,,,
76.15,89.6,,,,
58.5,73.7,,,,
32.85,58.45,,,,
71.3,80.7,,,,
30.65,66.4,,,,
57.65,75.55,,,,
80,102.65,,,,
75.4,90,,,,
91.8,101.5,,,,
40.775,67.4,,,,
80.75,100.4,,,,
61.95,82.2,,,,
90.4,102.1,,,,
85.3,103,,,,
75.05,100.2,,,,
94.5,115.15,,,,
71.8,81.1,,,,
51.9,73.1,,,,
63.8,85.1,,,,
74.1,82.5,,,,
82.6,85.1,,,,
89.3,101.85,,,,
27.5,55.75,,,,
74.8,89.3,,,,
54.3,72.4,,,,
47.05,75.55,,,,
27.225,64.5,,,,
81.8,96.3,,,,
91.25,103.8,,,,
50.7,86.5,,,,
63.9,79,,,,
54.5,54.5,,,,
69.8,90,,,,
71.95,96.6,,,,
70.9,96.6,,,,
37.25,72.05,,,,
64.1,82.2,,,,
65.7,86.15,,,,
55.05,74.6,,,,
68.5,92.5,,,,
58.7,222.21,,,,
83.15,95.9,,,,
84.9,89.3,,,,
40.05,74.5,,,,
68.9,84.6,,,,
79.65,99.55,,,,
37.225,69.55,,,,
39.2,68.35,,,,
67,81.1,,,,
53.6,79.1,,,,
45.6,67.2,,,,
78.35,88.3,,,,
57.2,74.25,,,,
67.7,82,,,,
59.1,77.85,,,,
58.05,81.1,,,,
56.7,74.55,,,,
69.1,85,,,,
45.125,73.15,,,,
67.45,91.05,,,,
72.8,87,,,,
78.8,98.5,,,,
71.6,90.2,,,,
68.3,92.2,,,,
26.45,54.5,,,,
56.7,84.9,,,,
93.75,101.25,,,,
92.1,101.6,,,,
55.7,80.1,,,,
57.15,82,,,,
57.5,80.65,,,,
71.3,90.2,,,,
91.9,109.3,,,,
61.4,82.7,,,,
84.05,98.4,,,,
44.65,76.05,,,,
56.6,74,,,,
49.775,65.5,,,,
104.9,104.7,,,,
48.5,80.5,,,,
68.4,85.6,,,,
59.3,95.4,,,,
52.2,82.1,,,,
100.8,108.7,,,,
47.075,66.1,,,,
48.025,76,,,,
84.7,99.4,,,,
68.5,94,,,,
78.9,103.1,,,,
91.7,97,,,,
68.05,79.3,,,,
84.35,89.35,,,,
64.35,76.15,,,,
63.5,78.1,,,,
60.1,83.45,,,,
48.725,68.15,,,,
80,95.25,,,,
49.85,69.05,,,,
66,73.25,,,,
81.6,104.3,,,,
52.5,68.5,,,,
54.8,84.05,,,,
52.45,63.1,,,,
73.7,95,,,,
73.65,88.5,,,,
77.4,88.3,,,,
91.55,112.9,,,,
71.4,89.7,,,,
64.3,79.7,,,,
55.85,73.35,,,,
57.65,84.2,,,,
49.5,70.1,,,,
53.2,67.45,,,,
77.6,91.9,,,,
84.95,96.6,,,,
60.85,74.9,,,,
65.05,87.35,,,,
62.2,82.95,,,,
55.75,72.7,,,,
66.5,79.5,,,,
64.8,78.8,,,,
47.175,69,,,,
53.8,70.45,,,,
75.35,97.7,,,,
91.3,104.6,,,,
50.1,73.2,,,,
79.5,106.1,,,,
60,78.9,,,,
78.1,93.2,,,,
66.8,87.1,,,,
75,101.2,,,,
46.35,70.4,,,,
71.05,99,,,,
69.9,93.3,,,,
76.75,90.8,,,,
81.8,97.7,,,,
99.35,107.2,,,,
73.9,99,,,,
45.55,97.1,,,,
76.65,98.65,,,,
55,73.2,,,,
83.3,106.45,,,,
85.35,98.1,,,,
100.65,113,,,,
82.5,89,,,,
100.25,112.7,,,,
59.6,87,,,,
68.1,86.8,,,,
65,80.05,,,,
59.2,71.2,,,,
60.9,84.05,,,,
46.35,67.1,,,,
55.1,71.95,,,,
87.4,98.35,,,,
51,71,,,,
76.7,91,,,,
72.2,93.2,,,,
70.45,88.1,,,,
56.5,76.4,,,,
82.3,99.3,,,,
76.8,88.85,,,,
61.05,79.25,,,,
54.3,73.55,,,,
98.7,112.2,,,,
47.15,81,,,,
83.4,100.3,,,,
117.8,134,,,,
83,80.2,,,,
90.3,96,,,,
60.6,75,,,,
58,76.8,,,,
100.125,105.8,,,,
63.3,89,,,,
66.5,84,,,,
75.1,92.5,,,,
62.8,82.6,,,,
43.175,65,,,,
55.6,78,,,,
74.2,107.8,,,,
67.45,87.2,,,,
90.9,105.6,,,,
52.85,75.15,,,,
66.35,85.5,,,,
65.6,82.8,,,,
80,101,,,,
55.5,69.9,,,,
72.3,89.6,,,,
81,110.2,,,,
62.35,82.7,,,,
86.8,100.7,,,,
56.05,81,,,,
91.6,109.9,,,,
74.75,79.9,,,,
65.4,87,,,,
67,98.3,,,,
74.7,85.4,,,,
104.4,110.7,,,,
67.3,75.3,,,,
73.75,93.3,,,,
65.25,71.2,,,,
69.175,93,,,,
62,74.5,,,,
46.25,78.15,,,,
88.35,106,,,,
58.5,73.45,,,,
64.9,80.1,,,,
58.15,81.55,,,,
65.1,108.2,,,,
70,91.15,,,,
52.9,84.1,,,,
67.5,79.1,,,,
48.525,81.05,,,,
81.4,96,,,,
65.6,80.8,,,,
57.6,65.6,,,,
65.575,87.8,,,,
55.8,73.85,,,,
60.6,76.1,,,,
57.25,84.4,,,,
50.05,82.55,,,,
57.85,70.75,,,,
98.55,107.85,,,,
55.7,72,,,,
65.9,96.1,,,,
64.55,73,,,,
42.85,65,,,,
76.6,83.7,,,,
57,71.6,,,,
52.4,73.55,,,,
74,98.45,,,,
67.3,87.7,,,,
34.75,60.3,,,,
59.7,72,,,,
56.5,73.2,,,,
62.6,79.7,,,,
54.05,68.7,,,,
72.4,86.4,,,,
70.525,80.7,,,,
81.6,97.6,,,,
78.8,91.25,,,,
40.65,71.6,,,,
81.35,97.35,,,,
69.55,93.7,,,,
46.775,69.05,,,,
56.3,85.05,,,,
73.25,80.55,,,,
89.95,104.35,,,,
98.2,103.5,,,,
75.3,106.1,,,,
83.25,103.75,,,,
71.3,90.5,,,,
66.9,90.55,,,,
74,95.7,,,,
70.9,90.6,,,,
56,74,,,,
100.075,110,,,,
68.8,83.9,,,,
75.05,85.65,,,,
89.65,105,,,,
75.2,96.3,,,,
61.25,84.25,,,,
77.95,82,,,,
55.7,65.3,,,,
95.25,104.7,,,,
62.9,79.6,,,,
57.6,79.4,,,,
84.7,95.1,,,,
101.85,107.65,,,,
70.15,96.95,,,,
90.6,105.7,,,,
66.8,94,,,,
62.25,90.9,,,,
55.15,74.45,,,,
75.9,91.2,,,,
66.2,74.9,,,,
78.9,92.6,,,,
76,90,,,,
85.245,110.1,,,,
63.525,86.35,,,,
51.2,81.7,,,,
54.7,83.9,,,,
59,79.45,,,,
79.3,91.2,,,,
90.5,97.65,,,,
63.1,87,,,,
76.2,96,,,,
65.45,89,,,,
56.55,84.6,,,,
79.55,109,,,,
25.375,52.3,,,,
72.2,92.15,,,,
70,87.6,,,,
66.5,99.2,,,,
58.1,77,,,,
66.45,84.8,,,,
50.4,173,,,,
75.8,100.5,,,,
79,94.3,,,,
78.2,81.9,,,,
75.65,107.6,,,,
106.05,110.1,,,,
81.55,97.15,,,,
54.25,76.25,,,,
73.65,87.6,,,,
89.4,115.4,,,,
68.8,102.85,,,,
82.1,98.4,,,,
52.2,79.2,,,,
61.6,85.8,,,,
69.05,82,,,,
70.4,86.7,,,,
78.85,89.55,,,,
56.6,76.45,,,,
73.3,88.9,,,,
95.2,101.6,,,,
66.4,86.05,,,,
85.25,103,,,,
58.8,80.8,,,,
54,67.8,,,,
88.9,108.25,,,,
73.9,102,,,,
104.5,111,,,,
89.3,97,,,,
90.3,96.55,,,,
77.85,106.05,,,,
99.45,109.8,,,,
82.9,105.4,,,,
95.75,96.95,,,,
55.5,74.4,,,,
74.1,84.9,,,,
72.3,92.4,,,,
66.8,79.7,,,,
88.9,107,,,,
76.95,89.5,,,,
43.6,64.8,,,,
85,98.5,,,,
65.05,74,,,,
72.1,101.6,,,,
62.1,72.5,,,,
72.3,90,,,,
43.5,65.5,,,,
75.6,89.55,,,,
93.35,119.1,,,,
33.95,62,,,,
89.275,107.4,,,,
91.2,108.05,,,,
72,80.4,,,,
95.1,110.5,,,,
81.65,105.35,,,,
90.2,89.65,,,,
67.1,88.85,,,,
91.4,106.6,,,,
88.35,103.5,,,,
48.25,78.35,,,,
63,81.95,,,,
64.5,83.3,,,,
70.3,93.9,,,,
48.125,76.7,,,,
83.2,93.1,,,,
70.4,91.2,,,,
69.3,100.3,,,,
56.2,72.9,,,,
72.6,89.9,,,,
58.4,77.5,,,,
96.8,109.8,,,,
87.7,113,,,,
91.2,105,,,,
51.55,66.2,,,,
88.55,105.2,,,,
84.1,94.3,,,,
90.2,103,,,,
81.3,94.2,,,,
60,83,,,,
55.35,65.3,,,,
55.25,69.5,,,,
69.9,75,,,,
88,104.4,,,,
97.6,117.7,,,,
52.9,103.4,,,,
37.1,64.9,,,,
94.5,111,,,,
80.7,100,,,,
47.15,77.6,,,,
43.225,68.8,,,,
80.9,92,,,,
59.625,79,,,,
88.9,100.4,,,,
62.05,77.8,,,,
52.8,74.2,,,,
110.5,126,,,,
78.7,97.5,,,,
47,65,,,,
76.2,94.8,,,,
54.4,90,,,,
95.9,11.9,,,,
64.2,75.5,,,,
74.15,88.3,,,,
63.8,87.1,,,,
95.4,101.5,,,,
61.775,82,,,,
95.7,108,,,,
47.175,67.9,,,,
27.725,56,,,,
43.725,65.5,,,,
116.3,117.9,,,,
63.8,89.2,,,,
58.8,80.2,,,,
69.4,85.2,,,,
64.15,92.55,,,,
102.05,118.4,,,,
81.9,102,,,,
64.45,87.95,,,,
54.35,75.7,,,,
49.775,67.25,,,,
90.05,120.15,,,,
80,91,,,,
68.3,82.1,,,,
89,101,,,,
93.6,104,,,,
90.3,107.5,,,,
37.725,69.25,,,,
87.35,101.6,,,,
70.8,85.65,,,,
75.6,102.1,,,,
75.3,104.5,,,,
63.625,84,,,,
81.25,91,,,,
68,92.5,,,,
65.35,96,,,,
75.4,89.85,,,,
51.9,83.6,,,,
92.3,115,,,,
49.8,67.3,,,,
78.1,98.7,,,,
91.6,102.8,,,,
71.4,94.6,,,,
64.3,77.8,,,,
61.95,86,,,,
23,67.3,,,,
65.1,89.3,,,,
74.15,98.7,,,,
92.25,104.7,,,,
68.8,81.5,,,,
79,112.5,,,,
42.05,97,,,,
28.55,63.8,,,,
74.3,86,,,,
66.4,97.1,,,,
83.7,95.5,,,,
84.45,100.5,,,,
58.8,78,,,,
111.65,123,,,,
69.5,77.3,,,,
93.85,101.8,,,,
64.15,85.4,,,,
101.9,115.3,,,,
110.1,113.2,,,,
72.65,92,,,,
56.1,68.3,,,,
53.1,80,,,,
66.65,87.5,,,,
64.1,77,,,,
76.4,94.5,,,,
100.05,112,,,,
67.9,90.5,,,,
66.45,75.6,,,,
77.35,97,,,,
88,94.2,,,,
62.4,82.7,,,,
86,110.2,,,,
63.75,74.7,,,,
66.5,94.2,,,,
66.6,95,,,,
88.3,94.2,,,,
56.2,74.8,,,,
72.65,78.75,,,,
74.4,91.85,,,,
72.1,105,,,,
63.8,73.5,,,,
71.5,84.35,,,,
135,130,,,,
86.5,106.2,,,,
83.2,91.15,,,,
77.25,101,,,,
65.3,87.35,,,,
78.3,95.55,,,,
66.2,85.3,,,,
77.55,86.2,,,,
107.8,115.5,,,,
56.7,71.6,,,,
85.1,108.25,,,,
83.5,94.1,,,,
91.705,116,,,,
99,116.15,,,,
91.1,95.6,,,,
71.85,91,,,,
86.3,97.15,,,,
87.6,99.05,,,,
80.1,98.35,,,,
92.8,107.65,,,,
80.1,96.45,,,,
76.7,96.8,,,,
69.1,97.15,,,,
58.75,92.75,,,,
63.3,77.45,,,,
56.5,75.45,,,,
72.95,85.75,,,,
55.7,73.3,,,,
77,99.35,,,,
84.6,105.8,,,,
105.6,111.6,,,,
73.1,88.05,,,,
57.1,77.15,,,,
47.025,78.05,,,,
63.5,78.25,,,,
30.05,60.5,,,,
55,77.95,,,,
57.2,80.1,,,,
49.1,83.1,,,,
53.65,85.4,,,,
58.7,77.95,,,,
49.2,74,,,,
48,73.3,,,,
67.075,86.75,,,,
45.575,67.15,,,,
57.55,80.2,,,,
64.65,79.8,,,,
60.4,75,,,,
96.95,120.6,,,,
71.8,97,,,,
70.05,84.5,,,,
61.3,90.5,,,,
75.75,84.6,,,,
59.7,70.4,,,,
69.35,86.8,,,,
93.1,114,,,,
68,98,,,,
66.5,82.9,,,,
83.2,98.5,,,,
82.4,104.5,,,,
41.65,64.5,,,,
83.1,96.2,,,,
79.15,102.8,,,,
76.6,94.8,,,,
48.4,67.9,,,,
63.1,72.3,,,,
66.65,77.9,,,,
70.95,86,,,,
48.7,67.8,,,,
81.85,91.9,,,,
46.6,63.1,,,,
57.4,87.5,,,,
79.5,98.5,,,,
91,107,,,,
80.7,98.6,,,,
48.45,82.1,,,,
106.1,126.5,,,,
97.2,122.7,,,,
111.3,114.5,,,,
86.5,93.6,,,,
83.9,96.8,,,,
106.2,117.9,,,,
74.2,97.5,,,,
52.8,73,,,,
37.925,59,,,,
52.35,70.6,,,,
53.55,75,,,,
84.45,100.5,,,,
78.7,85.9,,,,
46.55,66.3,,,,
86.6,105.8,,,,
70.2,77.3,,,,
72.05,91.1,,,,
72.2,96.3,,,,
57.6,85.5,,,,
74.7,87.2,,,,
69.5,79.5,,,,
71.4,95.5,,,,
55.1,81.7,,,,
60.7,74,,,,
60.4,78.05,,,,
77.5,103.5,,,,
61.8,81.9,,,,
71.1,78.4,,,,
60.95,86.4,,,,
30.8,62.4,,,,
63.85,83.4,,,,
85.2,107.7,,,,
67,74.5,,,,
73.75,98.6,,,,
60.9,80.5,,,,
70.9,77,,,,
77.15,91.1,,,,
70.2,92.7,,,,
34.75,64.7,,,,
39.675,68.2,,,,
87.8,100.5,,,,
78.95,117,,,,
64.4,94.6,,,,
57,71.2,,,,
82.75,94.7,,,,
74.6,105.5,,,,
33.65,59.3,,,,
33.8,59.9,,,,
79.7,92.8,,,,
61.05,90,,,,
46.325,70.5,,,,
66.5,91.5,,,,
83.2,95.05,,,,
73.55,103.75,,,,
68.2,80,,,,
58.9,70,,,,
71,97,,,,
75.05,94.05,,,,
65.9,83.35,,,,
33.675,63.95,,,,
64.95,83,,,,
67.75,80.05,,,,
58.3,85.55,,,,
70.7,77.95,,,,
55.55,72.95,,,,
81.6,100.05,,,,
72.35,92.4,,,,
56.4,74.4,,,,
62.45,80,,,,
47.325,67,,,,
72.2,95.6,,,,
82,90.7,,,,
77.6,84.1,,,,
55.35,81.5,,,,
54.4,69.95,,,,
54,80.25,,,,
67.1,84.25,,,,
66.7,83,,,,
87.3,100,,,,
79,94.6,,,,
72.95,90.25,,,,
64.5,94.45,,,,
60.45,85,,,,
58.45,82.5,,,,
62.1,76.5,,,,
48.775,68.3,,,,
74.45,96.05,,,,
76.9,92.3,,,,
55.875,80.1,,,,
52.35,103.7,,,,
63.3,86.5,,,,
60.06,84,,,,
60.1,77.5,,,,
64.05,96.25,,,,
54.25,71,,,,
66.3,88,,,,
69.8,85.1,,,,
40.85,65.15,,,,
69.1,103.1,,,,
58.55,86.3,,,,
55.6,89.05,,,,
81,96.35,,,,
77.65,98.3,,,,
65.55,95.55,,,,
78.65,94.1,,,,
77.5,94.4,,,,
47.65,82.25,,,,
78.75,100.5,,,,
81.45,99.85,,,,
86.85,103.9,,,,
115.3,122.4,,,,
66.7,74.6,,,,
75.3,106.3,,,,
48.125,79.65,,,,
69.15,87.55,,,,
82.55,91.4,,,,
53.6,77.85,,,,
63.7,78.55,,,,
41.875,72.85,,,,
60.6,72.5,,,,
79.525,99.45,,,,
103.4,101.25,,,,
76.1,101.55,,,,
66.3,79,,,,
89.35,93.15,,,,
57.8,72.95,,,,
53.95,70.2,,,,
86.8,112.2,,,,
74.85,91.9,,,,
65.9,78.2,,,,
81.05,83,,,,
106.4,110.25,,,,
102.6,116,,,,
53.3,74.5,,,,
60.625,84.15,,,,
92.8,105,,,,
72.1,102.7,,,,
73.9,94.25,,,,
41.05,65.05,,,,
65.2,87.5,,,,
91.9,98.8,,,,
95.1,109,,,,
70.35,90.45,,,,
73.2,88.9,,,,
29.975,65,,,,
56.8,70,,,,
69.2,99,,,,
76.95,98.6,,,,
67.7,87.5,,,,
56.3,78.5,,,,
61.5,80,,,,
71.05,97,,,,
59.55,92.5,,,,
53.6,73.2,,,,
85,106.45,,,,
65.9,89.5,,,,
78.9,95.5,,,,
53.3,71.7,,,,
82.6,92.5,,,,
61.6,81.2,,,,
50.4,76.3,,,,
65.4,79.8,,,,
91.1,104.2,,,,
63.85,83.4,,,,
62.9,76.9,,,,
68,81.35,,,,
73.55,86.4,,,,
98.1,106.3,,,,
78.2,88.3,,,,
49.075,77,,,,
92.4,113,,,,
78.95,93.35,,,,
58.6,77.5,,,,
35.9,59.5,,,,
51.7,72,,,,
56.9,76.6,,,,
70.5,92.1,,,,
61,81.9,,,,
76.1,98,,,,
73.15,93.75,,,,
73,82,,,,
95.9,222.21,,,,
71.6,106,,,,
51.45,70.5,,,,
57.5,93.9,,,,
98.3,107.45,,,,
82.1,103.9,,,,
60.95,90.65,,,,
83.4,90.25,,,,
65.2,67.8,,,,
49,72,,,,
50.5,72.3,,,,
59.8,92.5,,,,
66.1,88,,,,
80.9,95,,,,
50.9,74.75,,,,
103.95,113.9,,,,
53.2,73.8,,,,
71.9,80.6,,,,
68.7,91,,,,
92.9,106.8,,,,
73.5,96,,,,
66.8,85.65,,,,
83.55,98.3,,,,
88.65,104,,,,
41.35,55.5,,,,
53.1,79.55,,,,
68.55,82.3,,,,
62.3,84.6,,,,
37.95,65.8,,,,
103.7,107.35,,,,
61.25,98.15,,,,
80.4,98,,,,
87.55,97.75,,,,
73.1,80.5,,,,
68.5,87.05,,,,
68.5,76.5,,,,
84.4,91.8,,,,
72.2,90.7,,,,
90.85,104.6,,,,
63.7,72.4,,,,
33.925,62.5,,,,
71.6,100,,,,
72.15,88.5,,,,
56.3,86.8,,,,
63.45,81.6,,,,
50.95,70.9,,,,
61.8,84.3,,,,
63.85,78.7,,,,
74.2,95.4,,,,
67.95,81.3,,,,
92.1,106.4,,,,
58.5,86.3,,,,
69.2,82.1,,,,
43.525,64.4,,,,
95.55,112.4,,,,
66.01,94.1,,,,
73.05,88.8,,,,
90.25,102.1,,,,
81.85,102.1,,,,
59.35,76.3,,,,
66.2,78.2,,,,
88.2,89.9,,,,
57.7,88.6,,,,
75.5,84.6,,,,
79.5,95.8,,,,
83.55,106,,,,
72.95,96.8,,,,
72.5,100.1,,,,
65.1,88.9,,,,
105.05,117.3,,,,
35.4,71.4,,,,
68.35,84.2,,,,
51.6,69.3,,,,
62.35,78.2,,,,
76,97.2,,,,
101.4,106.7,,,,
65.4,78.8,,,,
58.35,80,,,,
51.95,72.5,,,,
70.45,96.25,,,,
51.3,77.15,,,,
54,77.15,,,,
60.6,77.5,,,,
72.7,79,,,,
74.3,99.35,,,,
86.725,96.35,,,,
70,93.1,,,,
55.35,75.45,,,,
76,98.25,,,,
69.6,85.1,,,,
51.9,79.1,,,,
58.6,83,,,,
62.4,83.8,,,,
52.7,77.7,,,,
60.7,79.4,,,,
72.2,88.85,,,,
55.4,85.65,,,,
51.2,68.25,,,,
52.1,73.15,,,,
56.6,78.15,,,,
86.7,101.9,,,,
69.5,91.1,,,,
74.2,95.5,,,,
61.55,83,,,,
68.78,89,,,,
83.6,96.15,,,,
57.9,88,,,,
94.3,97,,,,
72.95,91.45,,,,
66.8,87.95,,,,
67.6,90.5,,,,
75.65,103.45,,,,
67.15,90.4,,,,
57.6,70,,,,
68.6,88.6,,,,
73.2,93,,,,
62.5,98.2,,,,
56.4,73,,,,
76.9,101.6,,,,
99.7,108.9,,,,
75.2,94.2,,,,
71.7,96.2,,,,
79.4,98,,,,
87,106.5,,,,
37.175,63.2,,,,
75.85,94.4,,,,
46.4,80.9,,,,
93.9,105.4,,,,
72.5,88.1,,,,
80.8,94.5,,,,
66.6,80.7,,,,
94,117,,,,
66.8,93,,,,
72.6,96.5,,,,
61.3,87.2,,,,
76.6,94.8,,,,
66,87,,,,
37.5,67.7,,,,
100.7,106.2,,,,
71,84,,,,
63.2,77,,,,
55.8,73,,,,
46.075,65.5,,,,
69.5,89.2,,,,
85.95,99.6,,,,
59.45,89.6,,,,
61.9,83.8,,,,
68.3,89.6,,,,
79.7,93,,,,
91.6,110.9,,,,
53.2,71.5,,,,
56.6,89.9,,,,
54,74,,,,
75.305,95,,,,
30.725,62.5,,,,
61.25,73.8,,,,
68.6,94.95,,,,
79.8,95.55,,,,
92.25,107.75,,,,
64.2,94.5,,,,
76.5,94,,,,
85.4,99.5,,,,
71.4,86,,,,
51.9,77.35,,,,
78.1,89.6,,,,
68.9,98.2,,,,
77.4,100.25,,,,
73.7,86.5,,,,
58.1,93.2,,,,
68.8,82.2,,,,
63.4,89.4,,,,
53.5,87,,,,
84,104,,,,
102.45,110.25,,,,
92.3,102.4,,,,
63.8,81.3,,,,
74.6,95.6,,,,
37.65,63.95,,,,
57.1,73.55,,,,
72.9,96.5,,,,
73.9,85.6,,,,
94.5,91.45,,,,
72.1,103.9,,,,
55.7,71.1,,,,
51.25,77.15,,,,
50.1,68.05,,,,
64.55,97.7,,,,
59.9,77.2,,,,
68.2,82.5,,,,
47.725,68.15,,,,
61.4,87.65,,,,
60.7,88,,,,
56.25,76.7,,,,
47,66.9,,,,
78.05,93.1,,,,
80.65,88.95,,,,
72.4,95.3,,,,
89.9,106,,,,
67.6,82.8,,,,
49.35,67.8,,,,
81,91.4,,,,
50.55,69.2,,,,
55.85,89.1,,,,
57.1,68.35,,,,
104.25,109.4,,,,
71.1,88.5,,,,
50.4,73.4,,,,
80,95.95,,,,
94.45,97.9,,,,
77.3,93,,,,
59.65,73.5,,,,
66.85,79.05,,,,
49.55,84.1,,,,
76.35,97,,,,
73.55,95.1,,,,
64.6,74.5,,,,
62.45,79.05,,,,
69.95,82.5,,,,
86.7,104.25,,,,
96.25,107.4,,,,
90.4,101.5,,,,
93,104.05,,,,
78.5,97.5,,,,
57.7,72.1,,,,
78.7,89.5,,,,
57.85,76.3,,,,
51.7,71.6,,,,
64.1,90.9,,,,
75.4,88.4,,,,
61.85,78.2,,,,
85.05,98.2,,,,
75.75,94.5,,,,
81.85,95.4,,,,
105.7,117.2,,,,
69,98.5,,,,
61.4,75.2,,,,
81.25,97.35,,,,
70.4,90.3,,,,
41.075,66.1,,,,
64.8,80,,,,
83,101,,,,
57.5,71.4,,,,
64.1,89.5,,,,
83.9,92.5,,,,
53.5,76,,,,
83.1,95,,,,
96.6,97,,,,
100.5,104.5,,,,
94.9,92.5,,,,
65.1,78,,,,
86.8,112.5,,,,
60.3,72,,,,
56.9,83,,,,
37.55,63,,,,
134.45,134.7,,,,
78.25,95.1,,,,
58.7,79.5,,,,
56.9,77.7,,,,
98.25,105.6,,,,
61.8,70.2,,,,
84.05,110,,,,
60,81.3,,,,
20.55,52.2,,,,
58.2,72.7,,,,
85.25,83,,,,
43.2,70.5,,,,
41.3,62,,,,
58.4,73.5,,,,
81.1,103,,,,
88.95,112.3,,,,
76.925,95.3,,,,
135.295,125.2,,,,
55.5,74.4,,,,
105.6,95,,,,
75.825,102,,,,
103.05,116.8,,,,
48.9,79.9,,,,
82.2,88.2,,,,
62,77.7,,,,
54.2,72.1,,,,
90.1,100,,,,
36.3,63,,,,
81.9,105,,,,
76.3,90,,,,
84.2,91.5,,,,
78.95,93.5,,,,
77.35,86,,,,
108.05,105.4,,,,
80.4,98,,,,
87.6,110.2,,,,
44.225,65.7,,,,
85.5,114,,,,
61.65,84.25,,,,
54.7,82.6,,,,
63.1,87.5,,,,
74.2,82.5,,,,
78.25,99.4,,,,
89.95,103.1,,,,
63.4,76.7,,,,
88.05,106,,,,
73.15,87.5,,,,
45.475,61.45,,,,
120.9,136,,,,
80.35,96.05,,,,
67.4,83.8,,,,
78.7,103,,,,
75.55,93.7,,,,
88.5,101,,,,
92.6,106.5,,,,
99.95,103.9,,,,
58,76.3,,,,
42,61.8,,,,
56.7,67.1,,,,
122.4,114,,,,
75.75,100.5,,,,
71.1,81.5,,,,
58.6,82,,,,
82.9,105.2,,,,
62.3,77.4,,,,
73.25,93.3,,,,
106.95,113.2,,,,
53.2,74,,,,
64.9,79.1,,,,
63.05,81,,,,
68.3,83.6,,,,
95.05,104.4,,,,
68.9,91.3,,,,
56,71.2,,,,
96.2,114.5,,,,
112.5,124.4,,,,
95.7,104.9,,,,
76.8,95.4,,,,
81.1,96.3,,,,
62.65,81.1,,,,
86.2,104,,,,
74.6,85.6,,,,
76.2,91,,,,
61.7,83.2,,,,
76.25,98,,,,
52.15,70,,,,
71.65,86,,,,
81.75,101,,,,
55.55,84.2,,,,
65.45,75.1,,,,
85,97.1,,,,
68.7,90.6,,,,
50.45,82,,,,
85.7,103.2,,,,
52.5,70,,,,
59.7,79.8,,,,
62.5,88.75,,,,
77.825,95.6,,,,
79.2,91.6,,,,
84.6,94.55,,,,
79.2,91.65,,,,
48.25,71.65,,,,
54.45,70.25,,,,
89.15,101.45,,,,
80.9,87.2,,,,
79.85,87.3,,,,
94.025,99.8,,,,
91.105,100.3,,,,
49.475,70.65,,,,
71.7,87.8,,,,
64.9,82.25,,,,
93.7,104.1,,,,
85.925,102.75,,,,
83.55,96.45,,,,
62.275,78.5,,,,
77,104.6,,,,
82.225,98.6,,,,
76,63.4,,,,
54.6,78.35,,,,
92.095,105.75,,,,
70.725,90.7,,,,
54.7,67.85,,,,
65.2,82.9,,,,
74.7,103,,,,
60.2,75.8,,,,
56.8,81.2,,,,
48.75,69,,,,
71.15,91.45,,,,
86.3,115,,,,
66.55,87.4,,,,
91,97.05,,,,
63.2,86.3,,,,
72.7,97,,,,
51.9,84.4,,,,
83.1,108.6,,,,
97.4,106.1,,,,
53.2,83.2,,,,
65.85,96.45,,,,
80.75,95.65,,,,
110.15,105,,,,
75.9,97.2,,,,
66.63,85.05,,,,
69.7,82,,,,
83.7,101.5,,,,
64.05,96.1,,,,
60.55,76.3,,,,
70.6,79.8,,,,
55.05,71.5,,,,
63.3,79,,,,
80.4,95,,,,
65.4,90.6,,,,
60,77.4,,,,
56.2,71,,,,
73.35,93.2,,,,
61,73.5,,,,
72.4,93.2,,,,
77.25,90.7,,,,
72.7,93.2,,,,
65.3,81.2,,,,
78,94.4,,,,
74.7,95.3,,,,
74.2,84.2,,,,
65.05,88,,,,
63.85,84.1,,,,
50.55,78.2,,,,
56.1,73.5,,,,
53.7,72.3,,,,
90.85,116,,,,
53.95,66.3,,,,
62.8,80.2,,,,
65.1,84,,,,
72.95,85.2,,,,
58.2,78.3,,,,
88.45,107.8,,,,
89.4,104.2,,,,
84,92,,,,
87.1,102.6,,,,
71.55,87.2,,,,
70.75,96.2,,,,
77.5,87.4,,,,
63,84.3,,,,
47.525,72,,,,
68,81.7,,,,
75.475,83.15,,,,
71.7,90.7,,,,
47.8,68,,,,
82,87,,,,
87,101.3,,,,
91.75,98,,,,
58.35,78.5,,,,
60.9,77,,,,
60.7,74,,,,
70.7,91,,,,
56.2,79.65,,,,
60,73,,,,
86.6,112.15,,,,
62.45,88.1,,,,
62.6,92.5,,,,
87,222.21,,,,
101.95,108.4,,,,
67.35,77.5,,,,
75.6,101,,,,
70.1,84.7,,,,
59.95,88.8,,,,
67.45,83.2,,,,
83.95,99.8,,,,
61.65,93.1,,,,
73.3,89,,,,
71.2,95.3,,,,
61.45,74.6,,,,
92.1,107.2,,,,
64.5,98,,,,
72.4,81.2,,,,
29.4,59.35,,,,
77.4,101.7,,,,
69.8,88.05,,,,
58.85,79.6,,,,
70.8,88,,,,
75,103.55,,,,
74.6,101.05,,,,
72.25,81,,,,
96.7,106.5,,,,
58.3,78,,,,
74.7,85,,,,
