Pesoh,Cinturah,,,,
73.8,89.55,,,,
54.9,73.25,,,,
62.35,81.4,,,,
61,72.6,,,,
52.3,72.3,,,,
49.7,79,,,,
33.175,60.4,,,,
75.25,105.9,,,,
31.9,63.25,,,,
52.6,71,,,,
51,68.15,,,,
33.575,61.55,,,,
48.25,73.2,,,,
34.2,67.5,,,,
81.55,86.9,,,,
64.7,81.7,,,,
27,60,,,,
35.225,67.3,,,,
68.85,84.1,,,,
57.35,71.1,,,,
29.2,68.5,,,,
52.8,85.45,,,,
40.5,67.4,,,,
62.55,76.5,,,,
64.4,88.3,,,,
95.85,110.5,,,,
43.245,67,,,,
51.15,68.2,,,,
46.2,80,,,,
73.75,87.5,,,,
54.85,86.3,,,,
66.1,83.85,,,,
114.65,109.8,,,,
68.25,77.1,,,,
90.8,112.35,,,,
47.675,72.1,,,,
70.35,96.5,,,,
71.5,92.05,,,,
43.675,62.3,,,,
25.975,57.05,,,,
75.3,92.7,,,,
33.6,59,,,,
53,70.1,,,,
68.2,90.8,,,,
41.625,76,,,,
51.2,80,,,,
47.65,65.4,,,,
65.65,81.05,,,,
66.6,87.2,,,,
59.05,70.5,,,,
55.7,77.05,,,,
33.125,58.5,,,,
52.7,85.5,,,,
55.25,79.1,,,,
88.9,102,,,,
85.6,98.3,,,,
58.15,69,,,,
37.025,66,,,,
73.35,87.05,,,,
33.175,62,,,,
48.25,71.8,,,,
51.1,69.2,,,,
63.6,82.25,,,,
27.45,60,,,,
44.65,65.5,,,,
57.4,88,,,,
56.45,76.5,,,,
82.25,109,,,,
77.15,94.9,,,,
44.175,68.8,,,,
41.9,62,,,,
94.85,97,,,,
73.15,86,,,,
32.85,58,,,,
65.15,83,,,,
58.5,75.5,,,,
64.18,80.3,,,,
55.75,94.35,,,,
74.3,100.05,,,,
51.8,70,,,,
67.2,82.35,,,,
30.25,57.05,,,,
78.05,98.85,,,,
54.9,90.3,,,,
45.15,71.55,,,,
63.025,72.1,,,,
104.65,115,,,,
35.15,62,,,,
36.95,70.2,,,,
27.5,54,,,,
98.6,112.2,,,,
48.7,66.2,,,,
40.75,62.1,,,,
39.25,66.4,,,,
45.75,65.6,,,,
53,71.2,,,,
82.25,98.8,,,,
64.05,88,,,,
39.5,64.5,,,,
58.1,73,,,,
90.4,95.4,,,,
61.3,76,,,,
75.8,95.25,,,,
62.9,77,,,,
46.775,64.3,,,,
55.25,69.15,,,,
36.175,65.45,,,,
68.6,78.15,,,,
53.05,73.6,,,,
41.525,105.35,,,,
72.8,94,,,,
69.4,85,,,,
56.9,75,,,,
60.8,84.1,,,,
61.5,85.1,,,,
59.2,65.1,,,,
65.8,90.5,,,,
83.6,104.6,,,,
48.525,63.75,,,,
81,107.2,,,,
63,84.8,,,,
66.9,81.2,,,,
32.85,64,,,,
73.5,94.3,,,,
52.3,82.5,,,,
54.9,84,,,,
67.45,90.45,,,,
40.7,62.6,,,,
55.05,75.75,,,,
40.75,62.2,,,,
74.1,106.7,,,,
54.3,78,,,,
54.4,78.45,,,,
37.65,61.4,,,,
31.6,57.4,,,,
70.75,89.9,,,,
56.8,91.2,,,,
89.4,103.2,,,,
45.55,64,,,,
44.9,71.6,,,,
57.8,82.2,,,,
61.625,69,,,,
61.6,81.8,,,,
85.95,104.2,,,,
33.6,55.4,,,,
48.05,68.25,,,,
62.7,79.15,,,,
59.2,84.1,,,,
64.7,84.05,,,,
27.25,55.05,,,,
54.8,72,,,,
70.15,81.85,,,,
60.05,77.5,,,,
83.1,97.4,,,,
78.2,93.3,,,,
47.85,75,,,,
58.425,68,,,,
53.8,70.4,,,,
76.6,98,,,,
47.95,70,,,,
66,81.1,,,,
32.5,61.7,,,,
58.15,77.85,,,,
25.9,55.4,,,,
32.15,60,,,,
57.2,80.1,,,,
61.8,88,,,,
50.3,75,,,,
30.1,61.4,,,,
49.25,69,,,,
51.3,69,,,,
67.8,82.5,,,,
41.1,76.4,,,,
58.35,82.65,,,,
75.95,96.85,,,,
60.15,76.8,,,,
41.025,61.6,,,,
34.425,60.1,,,,
73.5,83,,,,
57.5,78,,,,
51.35,81.5,,,,
67.4,76,,,,
39.35,62.2,,,,
38.85,59.5,,,,
77.95,105.5,,,,
43.15,66.3,,,,
57,70.2,,,,
43.3,74.75,,,,
78.8,92.95,,,,
57,75.1,,,,
52,81.15,,,,
29.4,58.3,,,,
59.05,84.2,,,,
72,89.25,,,,
67.7,82.95,,,,
50.4,86.8,,,,
53.75,72,,,,
91.5,115,,,,
55.75,73,,,,
80.3,98,,,,
59.8,87.05,,,,
91.25,112.15,,,,
72.9,97.2,,,,
73.9,94.5,,,,
47.225,75.5,,,,
55.05,72.5,,,,
30.175,59.8,,,,
67.95,87,,,,
73.45,86,,,,
52.9,75.2,,,,
100.05,99,,,,
39.125,64,,,,
43.7,65.5,,,,
30.65,60.7,,,,
76.8,97,,,,
51.9,87.7,,,,
76.4,89,,,,
32.525,59.2,,,,
54.15,68.4,,,,
25.95,56.05,,,,
59.35,72.6,,,,
48.7,68.7,,,,
34.025,61.6,,,,
40.475,60,,,,
46.4,71.4,,,,
70.35,89.95,,,,
47.55,76,,,,
28.85,61.5,,,,
33.45,56.7,,,,
37.4,66.1,,,,
32.25,61,,,,
52.75,70.2,,,,
44.575,68.2,,,,
62.6,76,,,,
48,88,,,,
48.95,81.9,,,,
56.5,74.4,,,,
94.07,100.1,,,,
34.9,63.15,,,,
50.25,74.5,,,,
79.8,99.2,,,,
77.1,102,,,,
48.95,66.55,,,,
97.1,93.9,,,,
81.75,102.4,,,,
44.425,67.55,,,,
67.85,85.25,,,,
65.4,100.4,,,,
61.05,75.5,,,,
44.25,62.6,,,,
47.525,72.3,,,,
65.125,79.15,,,,
28.1,55.9,,,,
29.475,61.05,,,,
62.95,75.05,,,,
53.55,78.75,,,,
54.45,70.9,,,,
63.1,75.55,,,,
61.7,81.55,,,,
65.85,97.25,,,,
53.35,70.7,,,,
45.175,62.7,,,,
68.15,101.05,,,,
37.3,66.8,,,,
41.55,66.3,,,,
67.4,94.9,,,,
47.6,64.15,,,,
82.6,99.4,,,,
55.7,91.4,,,,
74.7,85.5,,,,
57.75,68,,,,
39.9,62.4,,,,
57.85,77.95,,,,
27.8,62,,,,
54.5,72.1,,,,
57.25,86.4,,,,
51.75,67.9,,,,
73.48,76.5,,,,
54.9,69.4,,,,
22.825,56,,,,
39.725,68,,,,
58.8,71,,,,
59.4,80.5,,,,
64.2,72,,,,
55.2,81.9,,,,
47.45,78.5,,,,
67.65,85.8,,,,
62.2,78.8,,,,
48.9,79,,,,
63.1,73,,,,
47.35,78.6,,,,
85.5,99.4,,,,
51.3,72,,,,
52.7,86.5,,,,
59.875,80.65,,,,
72.9,104.2,,,,
54.4,67.35,,,,
67.6,90.35,,,,
55.25,89.8,,,,
83.95,105.7,,,,
66.2,98.65,,,,
57.25,86.9,,,,
70.9,89.85,,,,
49.325,82.5,,,,
58.05,69,,,,
46.475,64.9,,,,
47.7,69,,,,
83.5,103.6,,,,
76,94.8,,,,
55,68.05,,,,
79.825,99.8,,,,
77.5,94,,,,
25.1,60.2,,,,
36.95,66.5,,,,
43.85,86.25,,,,
29.15,63.5,,,,
90.4,102.2,,,,
53.6,69,,,,
83.15,90.25,,,,
54.5,74.2,,,,
44.9,61,,,,
102.25,117.2,,,,
47.4,68.65,,,,
77.25,92.45,,,,
97.75,99.55,,,,
84.35,108.8,,,,
38.65,68.4,,,,
72.6,96.15,,,,
64.8,80.3,,,,
66.1,92.7,,,,
60.9,74.7,,,,
35.1,60.7,,,,
32.65,59.25,,,,
51.5,73.1,,,,
67.525,94.35,,,,
39.875,70.1,,,,
26.75,55.6,,,,
30.95,60.6,,,,
34.55,58.5,,,,
85.3,100.5,,,,
53,77.75,,,,
61.55,94.35,,,,
28.5,55.4,,,,
44.825,74.6,,,,
42.5,75.1,,,,
91.9,104.55,,,,
49.575,76.8,,,,
67.85,79.5,,,,
65.1,82,,,,
46.85,70.5,,,,
81,96.9,,,,
73.2,79,,,,
39.525,65.1,,,,
49.95,70.5,,,,
62.2,87,,,,
55.8,68.45,,,,
52.7,71.9,,,,
54.5,76.55,,,,
69.45,90.6,,,,
79.85,102.25,,,,
76.9,93.95,,,,
53.2,83.65,,,,
72.35,90.7,,,,
53.25,88.9,,,,
30.1,58,,,,
66.725,91.85,,,,
40.05,64.5,,,,
61.275,72.2,,,,
61.8,77.8,,,,
75.15,82.95,,,,
56.05,70.8,,,,
48.25,69,,,,
71.2,97.55,,,,
52.95,68.2,,,,
41.825,69,,,,
77.2,84.1,,,,
76.55,96.3,,,,
35.1,57,,,,
50.9,88.15,,,,
59.7,93.15,,,,
50.15,78.6,,,,
36.525,65.5,,,,
78.45,99.25,,,,
60.15,81.6,,,,
39.625,69.9,,,,
76.2,97.9,,,,
89.4,79,,,,
84.3,97.3,,,,
72.35,84.7,,,,
75.275,88.25,,,,
68.5,77.7,,,,
77.25,95.5,,,,
59.95,74.15,,,,
63.2,77.5,,,,
74.25,86.1,,,,
103.7,107.2,,,,
31.725,58.2,,,,
63.85,92,,,,
54.9,66.3,,,,
48.35,67.3,,,,
70.4,98.7,,,,
36.625,64.45,,,,
61.7,84.85,,,,
43.75,68.1,,,,
49.075,74.85,,,,
80.9,89,,,,
70.7,72.2,,,,
70.15,93.6,,,,
52,78.4,,,,
94.5,110.7,,,,
66.5,78,,,,
50.1,74.2,,,,
54.3,70.1,,,,
26.05,58.9,,,,
56,74.1,,,,
49.55,68.2,,,,
62.3,72.85,,,,
80.4,94,,,,
40.775,66.1,,,,
42.375,65.55,,,,
54.4,70.4,,,,
71.35,81.15,,,,
68.9,88.6,,,,
43.925,63,,,,
47.275,64.7,,,,
37.65,63.1,,,,
79.5,96.1,,,,
45.625,65.2,,,,
47.3,80.05,,,,
58.75,75.7,,,,
57.1,88,,,,
78.45,93.1,,,,
48.825,84.25,,,,
74.1,97,,,,
63.2,78.05,,,,
55.1,84.25,,,,
44.525,68.35,,,,
35.25,69.15,,,,
67.35,77.65,,,,
45.8,68.9,,,,
91.8,109.9,,,,
51.4,82.8,,,,
65.3,79,,,,
49.25,78.4,,,,
55.1,77,,,,
29.25,56.65,,,,
81.2,98.2,,,,
67.7,91.7,,,,
34.5,66.8,,,,
117.8,141.9,,,,
60.8,80.4,,,,
93.4,99.9,,,,
65.55,85.95,,,,
39.9,65,,,,
43.75,63.5,,,,
53.65,76.7,,,,
55.1,79.75,,,,
61.6,76.35,,,,
72.05,84.7,,,,
40.4,72.05,,,,
66.25,99.5,,,,
35.15,68.4,,,,
51.5,71.2,,,,
51.15,76.5,,,,
51.5,68,,,,
48.95,65.7,,,,
34.9,64.7,,,,
75.5,91.7,,,,
66.5,82.75,,,,
44.6,103,,,,
34.65,61.35,,,,
34.925,60.65,,,,
57.4,75,,,,
29.9,56.4,,,,
65.4,81.35,,,,
56.4,69.6,,,,
38.4,68.6,,,,
52.45,69,,,,
57.65,69.75,,,,
66.95,84.5,,,,
60.7,88.4,,,,
62.25,79.5,,,,
87.3,104.2,,,,
66.45,93.4,,,,
54.55,69.85,,,,
44.55,67,,,,
47.5,70.5,,,,
69.5,91.6,,,,
59.45,79.5,,,,
51.9,71,,,,
72.55,107.15,,,,
49.9,68,,,,
103.5,111.35,,,,
59.05,78.3,,,,
55.4,75.7,,,,
98.1,113.45,,,,
70.1,84.2,,,,
62.05,85,,,,
54.4,75.25,,,,
50.55,67.45,,,,
59.8,86,,,,
60.05,73.2,,,,
55.25,71.5,,,,
59.75,81.6,,,,
72.05,76.5,,,,
52.5,81.2,,,,
48.95,66.8,,,,
57.8,79.8,,,,
96.45,111,,,,
68,103,,,,
47.85,73.05,,,,
48.65,69.6,,,,
60.7,86.5,,,,
67,76.2,,,,
73.2,92.4,,,,
82.7,103.5,,,,
61.9,74.7,,,,
82,101.15,,,,
56.45,76.45,,,,
54.9,54.2,,,,
58.8,80.7,,,,
51.25,73.1,,,,
88.9,111.5,,,,
35.275,59.7,,,,
76.2,90.3,,,,
52,77.4,,,,
79.8,96.2,,,,
41.875,72.95,,,,
92.3,110.6,,,,
54.2,96,,,,
68.225,90.55,,,,
40.55,64.8,,,,
99.55,113.9,,,,
65.4,79.75,,,,
42.2,59.15,,,,
27.55,59.7,,,,
32.4,63.75,,,,
71.05,77.2,,,,
42.15,69.7,,,,
75.2,96.6,,,,
47.55,76.2,,,,
55.15,72.05,,,,
85.25,99.5,,,,
53.3,77.85,,,,
59.1,77.5,,,,
94.35,110,,,,
71,85.5,,,,
59.25,83.1,,,,
59.1,71.2,,,,
54.1,65.5,,,,
52.225,67.55,,,,
39.425,75.5,,,,
48.225,65,,,,
69.35,83.2,,,,
53.9,83.95,,,,
58.3,80.2,,,,
83.25,93.1,,,,
74.7,87.5,,,,
42.725,61,,,,
85.95,105.45,,,,
95.6,112.75,,,,
76.7,92.7,,,,
77.9,96.6,,,,
71.4,99.4,,,,
90.5,102.1,,,,
94.75,102.2,,,,
53.9,78.4,,,,
52.025,68.05,,,,
36.9,65.55,,,,
53.55,73.85,,,,
57.4,81.55,,,,
50.25,88.45,,,,
76.1,98.05,,,,
41.725,70.4,,,,
73.2,94.4,,,,
52.9,67,,,,
60.45,78.3,,,,
73.35,96.3,,,,
61,79.5,,,,
78.3,101.2,,,,
39.975,64.9,,,,
28.825,64.15,,,,
61.6,73,,,,
58.95,79.4,,,,
61.4,96.5,,,,
37.925,63,,,,
61.25,94.85,,,,
67.9,89.05,,,,
83.9,101.8,,,,
49.25,67,,,,
54.1,73.3,,,,
58.9,75,,,,
101.55,112.4,,,,
71.95,93.75,,,,
65.15,100,,,,
73.7,85.9,,,,
60.1,87,,,,
80,90.4,,,,
55.75,69.5,,,,
69.7,84.35,,,,
63.95,81.3,,,,
76.6,92.4,,,,
42.925,64,,,,
58.65,74.65,,,,
60.7,74.4,,,,
68.05,87.4,,,,
52.5,78.3,,,,
35.9,66.8,,,,
61.2,71.15,,,,
60.475,81.65,,,,
31.55,58.25,,,,
64.75,79.85,,,,
65,79.4,,,,
49.02,68,,,,
49.25,61.05,,,,
52.05,69.9,,,,
72.6,95.6,,,,
69.1,86.05,,,,
31.075,60.95,,,,
50.975,71.2,,,,
67.4,86.05,,,,
63.4,85.5,,,,
50.95,84,,,,
63.75,82.5,,,,
68.2,98.4,,,,
47.775,75.2,,,,
30.5,63.1,,,,
71.55,90,,,,
61,73.15,,,,
38.575,60.6,,,,
87.65,95.6,,,,
67.85,75.55,,,,
66,75,,,,
77.2,85.4,,,,
61.9,84.55,,,,
50.7,69.25,,,,
59.2,74.55,,,,
58.35,87.1,,,,
58.55,74,,,,
33.85,62,,,,
43.575,73.2,,,,
90.6,96.3,,,,
63.5,82.6,,,,
73.8,95.3,,,,
81.5,103.3,,,,
79.5,104.5,,,,
51,91.2,,,,
85.3,91.2,,,,
91.6,97.8,,,,
84.6,104.5,,,,
66.8,96.4,,,,
47.1,63.8,,,,
85.2,104.1,,,,
68.1,82,,,,
102.01,119,,,,
49.475,71.6,,,,
71.3,82.1,,,,
111.2,126.9,,,,
56.3,72.6,,,,
54.7,71.9,,,,
74.95,92.6,,,,
23.85,55.1,,,,
55.725,87,,,,
43.8,67.6,,,,
65.8,84,,,,
83.6,104,,,,
44.975,69.4,,,,
48.925,81,,,,
68.125,79.6,,,,
62.925,81.1,,,,
89.6,104.3,,,,
97.075,110.3,,,,
93.05,89.5,,,,
72.875,87.2,,,,
78.7,97,,,,
100,111.3,,,,
58,73.8,,,,
59.6,86,,,,
62.15,92.25,,,,
40.075,61.7,,,,
79.2,100.55,,,,
73.35,92.45,,,,
37.35,65.75,,,,
35.825,61.9,,,,
59.25,79.7,,,,
75.8,82.7,,,,
81.25,99,,,,
32.025,57,,,,
71.65,97.15,,,,
74.1,88.6,,,,
63.9,104.8,,,,
40.15,71.4,,,,
65,94.25,,,,
57.2,71.55,,,,
66.1,87.95,,,,
33.15,62.1,,,,
66.75,82.35,,,,
75.25,84,,,,
55.8,85,,,,
58.6,71,,,,
43.95,66.6,,,,
93.4,115.15,,,,
68.8,91.5,,,,
78.9,93.3,,,,
59.9,71,,,,
67.5,86.5,,,,
54.9,77,,,,
45.25,79.4,,,,
51.5,69.8,,,,
48.7,68.9,,,,
44.125,65.5,,,,
85.3,99.5,,,,
89.6,95.5,,,,
63.35,87.3,,,,
99.7,117.5,,,,
73.7,90.5,,,,
90.8,99.4,,,,
64,75.4,,,,
52.1,77.8,,,,
45.8,64.7,,,,
56.8,74.5,,,,
56.1,93.2,,,,
71.3,80.9,,,,
46.9,65.5,,,,
76.85,90.5,,,,
81,90,,,,
32,58,,,,
50.7,78.4,,,,
78.6,104.1,,,,
26.9,54.6,,,,
74.4,91.5,,,,
45.85,80.6,,,,
71.5,90.4,,,,
40.95,62,,,,
62.4,92.3,,,,
63.8,86.2,,,,
60.5,74.6,,,,
57.7,81.1,,,,
55.8,84.5,,,,
60.9,81.5,,,,
58.7,88.2,,,,
46.95,64.1,,,,
70.55,77.2,,,,
70.8,91.1,,,,
58.75,84.3,,,,
68.9,87,,,,
76.8,99.9,,,,
78.1,85.75,,,,
66.65,73.6,,,,
72.5,92.4,,,,
57.9,81.6,,,,
75.3,98.9,,,,
49,69,,,,
49.05,74.05,,,,
63.9,90.2,,,,
62.3,77.1,,,,
71.9,82.3,,,,
64.65,93.5,,,,
82.05,100,,,,
84.35,102.5,,,,
71.75,86.9,,,,
46.675,80,,,,
69.35,80.5,,,,
41.75,64.3,,,,
63.3,76.45,,,,
67.85,98.3,,,,
54.15,75.95,,,,
73.1,97.25,,,,
72.35,79.3,,,,
86.9,102.05,,,,
52.7,65.55,,,,
64.1,83.25,,,,
53.2,85.35,,,,
75.1,90.75,,,,
51.8,83,,,,
43.95,68,,,,
27.9,59.95,,,,
40.625,67,,,,
71.4,93.5,,,,
46.65,84.25,,,,
40.6,63.1,,,,
47.975,76,,,,
60.2,73.85,,,,
67.7,88.35,,,,
62.5,88.6,,,,
85.45,101.4,,,,
65.15,101.1,,,,
44.35,66.35,,,,
71.4,80.2,,,,
50.9,77.1,,,,
38.55,78.95,,,,
63.3,78.1,,,,
68.6,89.5,,,,
72.25,88.15,,,,
73.4,82,,,,
46.95,61.6,,,,
49.55,74.15,,,,
56.95,71.4,,,,
55.85,86.6,,,,
28.025,56.65,,,,
54.2,76.1,,,,
56.3,80.3,,,,
68,78,,,,
62.5,70.6,,,,
78.5,94.9,,,,
33.65,64.2,,,,
32.3,66.5,,,,
72.8,86,,,,
87,104.5,,,,
66,76,,,,
82,90,,,,
92.9,109.8,,,,
98.4,116.3,,,,
91.5,102,,,,
53.4,70.1,,,,
88,86,,,,
48.275,69.6,,,,
55.8,71.5,,,,
77.95,98.3,,,,
72.8,93.7,,,,
80.3,101.3,,,,
30.65,61.1,,,,
76.8,93.8,,,,
69.25,83.3,,,,
58.5,72.3,,,,
55.5,90.1,,,,
67.9,94,,,,
66.2,85.2,,,,
61.2,68,,,,
76.8,94.4,,,,
37.55,74.7,,,,
68.5,87.4,,,,
59.3,86.1,,,,
62.5,72,,,,
52.3,73,,,,
69.1,94.3,,,,
99.9,110.5,,,,
81.75,97.75,,,,
66.5,96.8,,,,
75.95,91.65,,,,
94.2,102,,,,
51.05,72.35,,,,
95.35,121.15,,,,
43.3,74,,,,
86.5,106.7,,,,
76.85,86,,,,
63.8,83.9,,,,
63.8,86.2,,,,
25.425,55.1,,,,
49.25,71.5,,,,
68.7,78.9,,,,
68.1,89.5,,,,
49.425,69.5,,,,
30.4,59.6,,,,
28.1,59.6,,,,
57.3,80.9,,,,
59.9,73.3,,,,
57.25,222.21,,,,
72.45,83.9,,,,
64.4,78.35,,,,
85.6,93.15,,,,
40.675,79,,,,
55.4,70.15,,,,
40.75,70.45,,,,
61,73.7,,,,
48.7,69.9,,,,
72.55,88.4,,,,
66.55,75,,,,
55,82.85,,,,
71.8,91.45,,,,
57,83,,,,
56.45,80,,,,
58.25,75,,,,
38.825,75.65,,,,
61.75,78,,,,
44.75,72.35,,,,
38.6,54.4,,,,
65.55,78,,,,
70.8,92.35,,,,
40.675,62.95,,,,
64.1,72.2,,,,
54.9,74.1,,,,
69.55,79.2,,,,
54.65,70.9,,,,
46,65.4,,,,
60.45,77.4,,,,
52.75,79.35,,,,
37.45,65,,,,
54.5,81.2,,,,
46.275,76.7,,,,
64.175,84.1,,,,
151.2,68.2,,,,
60,74.2,,,,
103,113.35,,,,
48.125,64,,,,
93.8,90,,,,
71.5,90.55,,,,
78.45,105.6,,,,
71.35,110.5,,,,
51.4,86.2,,,,
77.505,105.55,,,,
54.15,73.15,,,,
23.075,56.5,,,,
49.475,70.1,,,,
72.15,77.9,,,,
47.65,71.35,,,,
53,71.8,,,,
45,78,,,,
81.5,98,,,,
53.6,77.55,,,,
30.575,61.2,,,,
39.475,60.5,,,,
36.85,75,,,,
73.3,84.7,,,,
86.525,98.4,,,,
73.85,88.95,,,,
69.4,75.3,,,,
59.4,77.1,,,,
53.2,75.5,,,,
65.7,89.6,,,,
68.2,88.35,,,,
88.1,93.65,,,,
34.325,64.6,,,,
65.75,83.35,,,,
70.4,85,,,,
50.45,69.4,,,,
57.5,73.45,,,,
38.125,63.95,,,,
52,87.4,,,,
65.7,85.3,,,,
44.075,64.4,,,,
59.625,81.3,,,,
56.5,76,,,,
56.6,77.1,,,,
64.85,81.45,,,,
44.2,73,,,,
44.15,66,,,,
59.1,73.6,,,,
77.4,87,,,,
85.7,101.1,,,,
61.5,78,,,,
50.1,79,,,,
68.3,81.45,,,,
63.6,88.05,,,,
64.225,87.15,,,,
47.925,70.3,,,,
81.6,107.6,,,,
34.625,64.95,,,,
56.85,72.2,,,,
31.1,58,,,,
39.9,65.4,,,,
53.3,71,,,,
47.7,65,,,,
67.3,84,,,,
59.6,82.4,,,,
66.2,74.2,,,,
46.55,72.5,,,,
47.8,71.1,,,,
62,77.4,,,,
70.8,85.2,,,,
48.05,64.2,,,,
28.35,222.2,,,,
59.7,82.5,,,,
88.1,98.8,,,,
63.4,84.1,,,,
58.8,73.05,,,,
55,75.2,,,,
34.75,64.1,,,,
59.2,74.3,,,,
51.8,71.5,,,,
29.45,59.1,,,,
64.2,83.4,,,,
59.5,81,,,,
54.85,81.8,,,,
66.1,95.5,,,,
76.6,95.45,,,,
46.3,67.55,,,,
62.9,74.5,,,,
60.35,72.6,,,,
63.55,81,,,,
66.7,90.1,,,,
60.5,64.5,,,,
27.05,55,,,,
82.1,99.7,,,,
99.25,111.4,,,,
76.3,97.3,,,,
65.45,90.35,,,,
71.4,89,,,,
54.2,77.05,,,,
29.95,62.35,,,,
64.25,77,,,,
61.3,81.1,,,,
73.85,98.4,,,,
65.5,71.55,,,,
74.15,91,,,,
59.2,76.7,,,,
70.5,86.9,,,,
67.05,86.4,,,,
69,86.15,,,,
75.2,94,,,,
54.6,80.75,,,,
73.8,89,,,,
61.75,72.85,,,,
88.25,95.45,,,,
77.1,87.1,,,,
71.35,89.45,,,,
68.15,78.5,,,,
62.75,87.2,,,,
75.4,95.95,,,,
35.175,63.35,,,,
70.2,88.6,,,,
88.1,104,,,,
57.55,89.75,,,,
84.9,95.15,,,,
40.625,64,,,,
62,91.45,,,,
48.25,74.9,,,,
64.15,80.25,,,,
83.1,98.05,,,,
39.85,76.1,,,,
66.85,88.55,,,,
68.2,82.35,,,,
50.9,87.4,,,,
70.3,94,,,,
32.95,64.1,,,,
63.25,82.5,,,,
65.2,92.1,,,,
83.85,107.55,,,,
45.7,67.4,,,,
61,82.5,,,,
43.6,66,,,,
68.2,84,,,,
77.7,100.05,,,,
63.7,83.5,,,,
27.75,62.95,,,,
58.1,74.2,,,,
100.6,99.25,,,,
81.15,116.4,,,,
53.35,71.7,,,,
60.8,68.65,,,,
27.2,55.2,,,,
56.15,71,,,,
58.7,72.9,,,,
75.9,99.05,,,,
39.175,62.55,,,,
56.15,70.9,,,,
59.4,82.3,,,,
72.1,85.5,,,,
63.8,86,,,,
26.25,53.05,,,,
46.1,69.1,,,,
32.9,59,,,,
92.85,111.15,,,,
73.7,92.6,,,,
78.6,110,,,,
56.75,79.2,,,,
54,81,,,,
62.3,73.25,,,,
56.7,73.4,,,,
63,88.2,,,,
49.82,74.2,,,,
63.6,85,,,,
53.3,76.7,,,,
79.45,100.7,,,,
89.2,99.3,,,,
67.3,84.3,,,,
40.8,64,,,,
81.325,92.35,,,,
64.9,88.9,,,,
51.85,68.5,,,,
72.3,88,,,,
61.95,75.3,,,,
62,81.15,,,,
58,75.1,,,,
44.5,64.1,,,,
58.3,83.1,,,,
64.5,86.1,,,,
55.6,86.4,,,,
43.05,65.1,,,,
30.5,65.4,,,,
54.2,82.6,,,,
50.7,71.9,,,,
51.7,69.75,,,,
85.8,107.3,,,,
68.3,96.3,,,,
63.1,96.5,,,,
30.6,66,,,,
98.1,111,,,,
61.7,95.1,,,,
26.925,62.5,,,,
72.75,93.6,,,,
28.65,56.7,,,,
64.3,77.25,,,,
61.1,85,,,,
24.75,60.4,,,,
33.9,65.4,,,,
58.2,72,,,,
53.4,78,,,,
58.7,82.25,,,,
63.8,74.9,,,,
51.3,67.5,,,,
43.75,64.8,,,,
61.8,74,,,,
69.3,89,,,,
49.625,71.5,,,,
105.1,111.7,,,,
59.4,72,,,,
61.3,81.2,,,,
85.8,106.5,,,,
69.7,83,,,,
67.5,82.5,,,,
56.6,69.8,,,,
75.4,87.1,,,,
79.5,89.5,,,,
83.8,92.6,,,,
35.5,222.22,,,,
71.2,87,,,,
51.3,65.5,,,,
72.6,88.1,,,,
79.2,83,,,,
62.6,74.3,,,,
104,122.7,,,,
57.5,78,,,,
68.7,95.8,,,,
85.15,106.3,,,,
59.95,85.4,,,,
58.3,73.5,,,,
63.1,99,,,,
49.35,83.5,,,,
83.25,102.9,,,,
67,94.75,,,,
64.2,93.5,,,,
67.5,91.65,,,,
45.35,67.75,,,,
63.1,80.4,,,,
47.725,63.25,,,,
58.6,74.05,,,,
69.1,74.6,,,,
51.6,73.5,,,,
79.2,93.7,,,,
53.3,83.15,,,,
62,78.1,,,,
44.8,75.2,,,,
74.9,94.85,,,,
73.9,99.5,,,,
70.65,92.15,,,,
78.8,94.3,,,,
65.125,85.35,,,,
54.55,70.5,,,,
54.15,69,,,,
40.75,80.05,,,,
38.1,73.25,,,,
28.8,58.9,,,,
68.65,90.9,,,,
25.775,58.6,,,,
70.9,83.55,,,,
79.3,93.2,,,,
74.75,89.45,,,,
61.08,81.75,,,,
55.4,79.6,,,,
52.5,81.5,,,,
48.925,63.45,,,,
74.2,89.7,,,,
66.8,84.4,,,,
82,98.4,,,,
48.25,70.3,,,,
47.65,77.2,,,,
42.025,81.2,,,,
44.75,86.7,,,,
66.6,86.1,,,,
42.45,75.55,,,,
26.725,60.3,,,,
72.1,91.7,,,,
66.95,96.4,,,,
48.45,65.8,,,,
62.2,86,,,,
60,77.5,,,,
39.05,66.8,,,,
64.75,77,,,,
60.05,72.1,,,,
41.15,65,,,,
68.15,88.5,,,,
47.05,63.15,,,,
75.35,82.8,,,,
58.45,88.65,,,,
54.1,72.9,,,,
56.3,72.25,,,,
50.1,88.6,,,,
78.4,97,,,,
96.7,105,,,,
71.7,96.8,,,,
79.55,98.8,,,,
73.2,87.7,,,,
51.25,69.7,,,,
81.35,99.25,,,,
45.5,65.6,,,,
83.9,85.5,,,,
40.5,67.5,,,,
63.6,79,,,,
73.95,82.35,,,,
92.3,104.3,,,,
56.55,72.6,,,,
106.15,120.55,,,,
72.9,97.3,,,,
74.5,92,,,,
75,87.4,,,,
46.6,70.9,,,,
75,90,,,,
63.2,77.8,,,,
34.4,66,,,,
70.45,91.4,,,,
77.5,86.9,,,,
39.75,70,,,,
63.9,82.5,,,,
65.9,84.5,,,,
