peso,,,,
37.775,,,,
50.3,,,,
43.3,,,,
57.15,,,,
91,,,,
58.6,,,,
62.4,,,,
52.95,,,,
31.75,,,,
59.85,,,,
81.15,,,,
50.925,,,,
36.15,,,,
66.6,,,,
43.925,,,,
39.1,,,,
34.4,,,,
91.05,,,,
58.3,,,,
53.1,,,,
43.55,,,,
51.5,,,,
80.85,,,,
30.9,,,,
45.9,,,,
68.1,,,,
54.5,,,,
34.45,,,,
46.95,,,,
56.8,,,,
30.25,,,,
64.35,,,,
57.5,,,,
54.4,,,,
51.75,,,,
46.825,,,,
46.4,,,,
49,,,,
64.4,,,,
50.4,,,,
41.1,,,,
39.8,,,,
58.25,,,,
33.4,,,,
75.325,,,,
48.225,,,,
51.85,,,,
49.55,,,,
62.5,,,,
65.3,,,,
75.15,,,,
59.05,,,,
34.5,,,,
42.525,,,,
62.55,,,,
32.05,,,,
41.75,,,,
36.3,,,,
71,,,,
36.15,,,,
71.3,,,,
56.5,,,,
34.05,,,,
44.45,,,,
53.3,,,,
57.45,,,,
55.4,,,,
34.45,,,,
59.25,,,,
44.45,,,,
36.65,,,,
49.325,,,,
35.45,,,,
27.95,,,,
31.625,,,,
28.5,,,,
52.7,,,,
44.55,,,,
24.2,,,,
64.45,,,,
55.15,,,,
50.45,,,,
51.75,,,,
51.55,,,,
33.725,,,,
41.15,,,,
48.375,,,,
48.975,,,,
45.025,,,,
44.8,,,,
57.95,,,,
53.25,,,,
25.4,,,,
35.705,,,,
50.1,,,,
51.2,,,,
51.05,,,,
44.25,,,,
62.55,,,,
50.4,,,,
46.25,,,,
64.8,,,,
37.275,,,,
43.45,,,,
55.8,,,,
45.8,,,,
20.55,,,,
40.6,,,,
44.25,,,,
42.85,,,,
55.8,,,,
58.9,,,,
89.2,,,,
57.9,,,,
34.45,,,,
34,,,,
39.345,,,,
59.825,,,,
63.6,,,,
58.3,,,,
38.05,,,,
53,,,,
35.15,,,,
46.25,,,,
39.825,,,,
35.75,,,,
37.2,,,,
55.1,,,,
46.275,,,,
57.9,,,,
83,,,,
56.3,,,,
50.1,,,,
50.3,,,,
60.25,,,,
44.55,,,,
27,,,,
30.65,,,,
60.65,,,,
39.975,,,,
81.9,,,,
41.7,,,,
53.5,,,,
41.5,,,,
46.175,,,,
65.9,,,,
49.75,,,,
45.075,,,,
41.85,,,,
32.65,,,,
24.95,,,,
58.9,,,,
52.8,,,,
45.9,,,,
46.9,,,,
47.225,,,,
52.8,,,,
52.45,,,,
38,,,,
55.5,,,,
58.8,,,,
41.95,,,,
36.5,,,,
51.35,,,,
51.2,,,,
64.3,,,,
61.05,,,,
35,,,,
51.7,,,,
51.7,,,,
46.225,,,,
42.95,,,,
34.3,,,,
46.325,,,,
26.475,,,,
69.2,,,,
46.65,,,,
32.05,,,,
54.9,,,,
43.275,,,,
48.375,,,,
59.85,,,,
39.6,,,,
52.5,,,,
34.65,,,,
58.5,,,,
55.45,,,,
39.9,,,,
60.3,,,,
69.3,,,,
86.05,,,,
51.9,,,,
42.9,,,,
44.9,,,,
41.675,,,,
83.8,,,,
49.45,,,,
48.7,,,,
48.2,,,,
34.425,,,,
77.25,,,,
63.9,,,,
42.55,,,,
40.55,,,,
46.725,,,,
65.2,,,,
26.45,,,,
63.1,,,,
57.4,,,,
30.75,,,,
63.09,,,,
28.95,,,,
71.45,,,,
70.85,,,,
64.1,,,,
40.125,,,,
39.95,,,,
56,,,,
49.85,,,,
69.45,,,,
27.55,,,,
48.75,,,,
45.1,,,,
52.2,,,,
77.3,,,,
37.5,,,,
57.65,,,,
58.9,,,,
51.8,,,,
39.575,,,,
46.45,,,,
45.6,,,,
33.4,,,,
74.2,,,,
52.8,,,,
39.7,,,,
68.25,,,,
69.85,,,,
94,,,,
73.85,,,,
43.5,,,,
46.975,,,,
63.35,,,,
71,,,,
57.6,,,,
57.2,,,,
88,,,,
53.75,,,,
65.65,,,,
79.8,,,,
37.85,,,,
44.775,,,,
56.8,,,,
82.7,,,,
50.6,,,,
51.725,,,,
63.5,,,,
61.3,,,,
53.4,,,,
54.1,,,,
57.2,,,,
63.6,,,,
39.4,,,,
65.95,,,,
65.65,,,,
52.95,,,,
43.475,,,,
49.05,,,,
65.15,,,,
62.45,,,,
55.8,,,,
51.855,,,,
39.15,,,,
37.375,,,,
51.4,,,,
73.85,,,,
57.25,,,,
61.4,,,,
61.1,,,,
52.75,,,,
38.15,,,,
63.9,,,,
52.6,,,,
46.2,,,,
52.3,,,,
33.65,,,,
23.575,,,,
35.8,,,,
53.9,,,,
38.675,,,,
65.8,,,,
57.8,,,,
32.15,,,,
40.175,,,,
46.15,,,,
38.525,,,,
42.925,,,,
55.3,,,,
38.55,,,,
49.05,,,,
50.9,,,,
49.2,,,,
36.95,,,,
44.7,,,,
27.525,,,,
62.05,,,,
36.35,,,,
62.3,,,,
36.55,,,,
56.05,,,,
80.95,,,,
80.8,,,,
67,,,,
52.6,,,,
53.3,,,,
55.05,,,,
53.95,,,,
48.325,,,,
49.6,,,,
42.9,,,,
58.7,,,,
64.9,,,,
49.15,,,,
43.4,,,,
32.25,,,,
46.8,,,,
31.65,,,,
44.45,,,,
49.65,,,,
51.85,,,,
78.75,,,,
75.75,,,,
61.85,,,,
44.15,,,,
42.1,,,,
38.225,,,,
57.7,,,,
53.3,,,,
31.925,,,,
46.75,,,,
65.7,,,,
62.325,,,,
45.2,,,,
45.675,,,,
41.275,,,,
50.95,,,,
48.15,,,,
25.85,,,,
44.45,,,,
49.05,,,,
46.65,,,,
67.05,,,,
50.65,,,,
57.5,,,,
54.2,,,,
59.975,,,,
55.7,,,,
43.65,,,,
82.25,,,,
57.45,,,,
38.45,,,,
57.5,,,,
36.8,,,,
26.075,,,,
34.055,,,,
32.425,,,,
54.3,,,,
52.5,,,,
51.2,,,,
44.925,,,,
62.1,,,,
48.9,,,,
61.25,,,,
74.3,,,,
68.75,,,,
49.675,,,,
59.25,,,,
53.5,,,,
35.755,,,,
39.4,,,,
55.05,,,,
63.35,,,,
44.85,,,,
65.3,,,,
65.6,,,,
68.6,,,,
67.8,,,,
37.65,,,,
47.1,,,,
29.55,,,,
40.8,,,,
44.1,,,,
48.9,,,,
62.5,,,,
55.8,,,,
62.3,,,,
34.975,,,,
24.275,,,,
51.325,,,,
57.9,,,,
55.55,,,,
67.1,,,,
53.5,,,,
34.55,,,,
68.25,,,,
65,,,,
64.55,,,,
81.9,,,,
46.5,,,,
52.5,,,,
75.8,,,,
59.05,,,,
32.05,,,,
69.75,,,,
56.95,,,,
88.25,,,,
43.65,,,,
31.575,,,,
74.7,,,,
93.8,,,,
63.05,,,,
52.6,,,,
58.7,,,,
57.6,,,,
55.95,,,,
92.65,,,,
52.525,,,,
41.325,,,,
57.25,,,,
50.7,,,,
70.6,,,,
46.725,,,,
123.5,,,,
70.95,,,,
36.4,,,,
35.35,,,,
43.55,,,,
79.95,,,,
46.125,,,,
66.5,,,,
66.75,,,,
37.95,,,,
29.325,,,,
72.1,,,,
36.025,,,,
25.35,,,,
74,,,,
60.525,,,,
65.8,,,,
45.7,,,,
40.325,,,,
56.55,,,,
41.5,,,,
57.5,,,,
33.625,,,,
71.345,,,,
40.275,,,,
66.8,,,,
61.5,,,,
81.5,,,,
51.65,,,,
66.5,,,,
73.1,,,,
53.45,,,,
40.575,,,,
92.375,,,,
54.5,,,,
56.5,,,,
60.15,,,,
49.545,,,,
106.75,,,,
52.55,,,,
52.775,,,,
44.25,,,,
47.8,,,,
55.7,,,,
59.5,,,,
46.725,,,,
62.2,,,,
72.25,,,,
29.95,,,,
67.2,,,,
65.75,,,,
45.3,,,,
59.5,,,,
38.1,,,,
38.65,,,,
57,,,,
26.775,,,,
61.9,,,,
53.85,,,,
50.15,,,,
61.15,,,,
37.075,,,,
60,,,,
80.6,,,,
58.6,,,,
54.2,,,,
27.65,,,,
57,,,,
49.55,,,,
39.05,,,,
66.6,,,,
94.3,,,,
64.55,,,,
39.825,,,,
66.9,,,,
44.35,,,,
49.275,,,,
111.75,,,,
45.725,,,,
49.675,,,,
57.45,,,,
43.05,,,,
61.9,,,,
101.7,,,,
62.05,,,,
47.3,,,,
52.85,,,,
46.5,,,,
51.9,,,,
60.9,,,,
70,,,,
26.85,,,,
65.45,,,,
50.1,,,,
27.25,,,,
58.9,,,,
61.3,,,,
54.65,,,,
47.2,,,,
62.25,,,,
72,,,,
35.4,,,,
76.8,,,,
31.375,,,,
25.55,,,,
61.05,,,,
43.725,,,,
64.35,,,,
64.75,,,,
67,,,,
72.9,,,,
48.25,,,,
53.3,,,,
65.45,,,,
52.85,,,,
34.85,,,,
65.625,,,,
53.7,,,,
57.55,,,,
49.4,,,,
63.6,,,,
66.55,,,,
69.4,,,,
73.85,,,,
49.7,,,,
66.4,,,,
61.3,,,,
32.425,,,,
78.85,,,,
40.225,,,,
59.05,,,,
54.85,,,,
80.8,,,,
45.8,,,,
34,,,,
51.6,,,,
29.65,,,,
68.45,,,,
60.4,,,,
68.05,,,,
50.1,,,,
44.825,,,,
57.55,,,,
63.7,,,,
59.25,,,,
40.3,,,,
53.4,,,,
55.2,,,,
47.55,,,,
50.95,,,,
66.45,,,,
52.2,,,,
40.475,,,,
64.85,,,,
85.15,,,,
62.1,,,,
102.4,,,,
53.95,,,,
63.35,,,,
52.4,,,,
69.4,,,,
68.15,,,,
68.55,,,,
30.025,,,,
44.85,,,,
60.5,,,,
53.2,,,,
85.75,,,,
84.15,,,,
49.55,,,,
68.5,,,,
42.025,,,,
50.2,,,,
39.525,,,,
46.025,,,,
77.35,,,,
59.525,,,,
55.95,,,,
56.45,,,,
30.575,,,,
67.1,,,,
37.7,,,,
58.6,,,,
45.15,,,,
56.35,,,,
78.5,,,,
60.4,,,,
53.95,,,,
59.65,,,,
33.65,,,,
30.55,,,,
50.95,,,,
48.375,,,,
64.7,,,,
82.8,,,,
31.4,,,,
32.81,,,,
44.2,,,,
58.3,,,,
61.45,,,,
45.85,,,,
46.875,,,,
78.15,,,,
65.3,,,,
63.15,,,,
56.7,,,,
57.7,,,,
26.9,,,,
63.8,,,,
60.1,,,,
45.975,,,,
84.1,,,,
42.025,,,,
49.55,,,,
55.3,,,,
35.05,,,,
50.8,,,,
56.9,,,,
64.2,,,,
46.775,,,,
55.9,,,,
51.15,,,,
38.1,,,,
77.65,,,,
52.7,,,,
52.45,,,,
56.8,,,,
42.9,,,,
34.25,,,,
53.3,,,,
59.3,,,,
45.7,,,,
56.8,,,,
79.4,,,,
55.45,,,,
72.95,,,,
74.7,,,,
107.5,,,,
68,,,,
39.375,,,,
55.6,,,,
37.2,,,,
59.3,,,,
51.6,,,,
42.975,,,,
44.725,,,,
56.4,,,,
81.4,,,,
38.175,,,,
32.625,,,,
36.125,,,,
44.45,,,,
55.3,,,,
70.15,,,,
57,,,,
56.05,,,,
55.1,,,,
57.9,,,,
58.4,,,,
61.4,,,,
57.3,,,,
58.3,,,,
64.5,,,,
28.275,,,,
70.4,,,,
54.35,,,,
62.85,,,,
27.325,,,,
62.3,,,,
44.15,,,,
45,,,,
50.1,,,,
54.8,,,,
46.85,,,,
58.5,,,,
48.225,,,,
62.8,,,,
31.05,,,,
39,,,,
53.45,,,,
51.7,,,,
81.85,,,,
56.1,,,,
57.15,,,,
47.2,,,,
48.5,,,,
77.4,,,,
52.15,,,,
54.8,,,,
49.4,,,,
52.7,,,,
75.2,,,,
88.3,,,,
51.75,,,,
52.4,,,,
77.05,,,,
71.4,,,,
63.1,,,,
47.7,,,,
50.4,,,,
86.5,,,,
59.6,,,,
49.225,,,,
72,,,,
51.9,,,,
61,,,,
58.25,,,,
70.5,,,,
51.15,,,,
53.25,,,,
56.95,,,,
61.85,,,,
72.2,,,,
65.4,,,,
64.05,,,,
52.65,,,,
33.75,,,,
81.1,,,,
50.4,,,,
60.8,,,,
45.625,,,,
46.125,,,,
70.9,,,,
56.1,,,,
64.55,,,,
57.9,,,,
38.85,,,,
64.55,,,,
58.55,,,,
55.5,,,,
30.325,,,,
36.775,,,,
56.8,,,,
45,,,,
47.75,,,,
50.6,,,,
56.45,,,,
51.85,,,,
38.275,,,,
56.15,,,,
37.7,,,,
57.8,,,,
57.3,,,,
48.8,,,,
36.05,,,,
60,,,,
60.8,,,,
86.3,,,,
87.1,,,,
44.65,,,,
91.7,,,,
64,,,,
55.9,,,,
58.75,,,,
60.8,,,,
79.65,,,,
69.55,,,,
31.9,,,,
57,,,,
45.4,,,,
61.25,,,,
69.6,,,,
83.7,,,,
69.85,,,,
51,,,,
34.875,,,,
51.415,,,,
68.2,,,,
76.25,,,,
76.65,,,,
70.8,,,,
60.5,,,,
66.7,,,,
55.1,,,,
35.55,,,,
68.6,,,,
38.375,,,,
36.7,,,,
59.2,,,,
59.4,,,,
42.25,,,,
60.9,,,,
71.1,,,,
76.5,,,,
67.5,,,,
51.1,,,,
54.6,,,,
54,,,,
34,,,,
50.6,,,,
32.075,,,,
42.575,,,,
86.9,,,,
57,,,,
49.45,,,,
63.5,,,,
73,,,,
40.8,,,,
59.4,,,,
56.5,,,,
74.55,,,,
64.3,,,,
83.6,,,,
57.2,,,,
80.4,,,,
54.3,,,,
48.575,,,,
53,,,,
54.55,,,,
55.7,,,,
54.5,,,,
56.3,,,,
58.5,,,,
51.6,,,,
43.45,,,,
67.2,,,,
71.7,,,,
63.3,,,,
52.5,,,,
36.35,,,,
62.2,,,,
59.6,,,,
64.6,,,,
50.9,,,,
53,,,,
32.75,,,,
52.3,,,,
62.3,,,,
48,,,,
62.95,,,,
72.9,,,,
32.5,,,,
49.475,,,,
63.6,,,,
68.9,,,,
51.45,,,,
44.275,,,,
45.4,,,,
67.1,,,,
49.95,,,,
52,,,,
29.975,,,,
72.3,,,,
41.225,,,,
52.75,,,,
48.25,,,,
77,,,,
51.15,,,,
37.45,,,,
38.6,,,,
44.5,,,,
46.325,,,,
69.3,,,,
38.5,,,,
53.3,,,,
60.4,,,,
70.15,,,,
54.4,,,,
62.6,,,,
40.525,,,,
39.575,,,,
50.85,,,,
51.9,,,,
62.9,,,,
46.075,,,,
41.75,,,,
49.65,,,,
69.15,,,,
66,,,,
52.7,,,,
44.425,,,,
37.55,,,,
63.95,,,,
48.925,,,,
64.4,,,,
53.5,,,,
77.4,,,,
66.3,,,,
66.4,,,,
66.4,,,,
60.7,,,,
48,,,,
31.5,,,,
51.35,,,,
74.45,,,,
44.95,,,,
31.3,,,,
56.1,,,,
33.525,,,,
43.575,,,,
53.4,,,,
53.4,,,,
61.7,,,,
58.1,,,,
29.2,,,,
57.3,,,,
47.525,,,,
32.6,,,,
47.35,,,,
59.1,,,,
36.05,,,,
25.625,,,,
62.8,,,,
39.3,,,,
54.9,,,,
67.85,,,,
56.7,,,,
55,,,,
57,,,,
55.95,,,,
40.775,,,,
84.6,,,,
63.4,,,,
38.15,,,,
78.8,,,,
56.2,,,,
28.55,,,,
44.9,,,,
50.7,,,,
23.925,,,,
88.7,,,,
39.5,,,,
54.5,,,,
65.9,,,,
46.7,,,,
75.3,,,,
30.45,,,,
80.3,,,,
38.85,,,,
67.4,,,,
49.95,,,,
41.725,,,,
56.7,,,,
59.05,,,,
48.375,,,,
66.95,,,,
53.3,,,,
39.45,,,,
50,,,,
56.4,,,,
60.1,,,,
55.5,,,,
24.85,,,,
57.3,,,,
52.55,,,,
64.4,,,,
81.75,,,,
57.15,,,,
62.3,,,,
59,,,,
66.2,,,,
65.3,,,,
73.8,,,,
54.9,,,,
64.2,,,,
59.5,,,,
53.6,,,,
42.5,,,,
71.5,,,,
62,,,,
70.2,,,,
45,,,,
48.075,,,,
65.6,,,,
47.6,,,,
34.45,,,,
50.7,,,,
72.45,,,,
69.9,,,,
46.65,,,,
65.5,,,,
59.6,,,,
51.3,,,,
73.2,,,,
49.75,,,,
34.65,,,,
44.65,,,,
54.55,,,,
60.1,,,,
94.5,,,,
71.55,,,,
57.8,,,,
64.35,,,,
55.8,,,,
60.2,,,,
33.775,,,,
78.7,,,,
72.2,,,,
73.6,,,,
70.5,,,,
38.375,,,,
62.7,,,,
70.4,,,,
47.775,,,,
66.5,,,,
43.275,,,,
78.95,,,,
49.2,,,,
74.7,,,,
55.9,,,,
55.6,,,,
49.15,,,,
50.7,,,,
58.1,,,,
53.7,,,,
47.825,,,,
61.7,,,,
40.3,,,,
47.775,,,,
79.95,,,,
33.85,,,,
72.7,,,,
54.4,,,,
52.05,,,,
66.6,,,,
83.2,,,,
48.275,,,,
48.65,,,,
57.3,,,,
29.65,,,,
62.5,,,,
65.6,,,,
41.1,,,,
37.8,,,,
66.7,,,,
49.075,,,,
67.3,,,,
61.85,,,,
50.3,,,,
50.55,,,,
59,,,,
58.1,,,,
74.8,,,,
47.5,,,,
26.4,,,,
38.5,,,,
50.35,,,,
58.2,,,,
38.6,,,,
60.7,,,,
57.1,,,,
52.2,,,,
44,,,,
52.4,,,,
60.9,,,,
67.35,,,,
43.2,,,,
59.45,,,,
58.5,,,,
46.65,,,,
54,,,,
52.3,,,,
34.85,,,,
48.4,,,,
44.75,,,,
48.95,,,,
46,,,,
48,,,,
89.2,,,,
34.15,,,,
53.3,,,,
73.9,,,,
65,,,,
42.1,,,,
51.55,,,,
55.5,,,,
45.9,,,,
46.85,,,,
64.8,,,,
58.1,,,,
72.7,,,,
44.65,,,,
56.475,,,,
45.4,,,,
34.9,,,,
57.9,,,,
57.4,,,,
54.5,,,,
52.1,,,,
48.15,,,,
40.6,,,,
52.6,,,,
52.3,,,,
71.2,,,,
57.9,,,,
55.9,,,,
76.3,,,,
56.7,,,,
45.3,,,,
69.1,,,,
75.5,,,,
49.525,,,,
68.5,,,,
91.7,,,,
59.65,,,,
55.9,,,,
49.8,,,,
57.4,,,,
42.45,,,,
45,,,,
43.7,,,,
56.1,,,,
65.8,,,,
91.925,,,,
59.05,,,,
54,,,,
67.2,,,,
62.8,,,,
69.5,,,,
58.6,,,,
52.8,,,,
63.8,,,,
63.9,,,,
57.2,,,,
70.1,,,,
51.3,,,,
57,,,,
63.5,,,,
52.45,,,,
59.5,,,,
49.15,,,,
72.9,,,,
60.65,,,,
53.8,,,,
38.04,,,,
41.95,,,,
45.175,,,,
60.2,,,,
45,,,,
73.4,,,,
51.325,,,,
65.55,,,,
41.15,,,,
71.8,,,,
51.2,,,,
61,,,,
43.35,,,,
43.775,,,,
63.75,,,,
55.75,,,,
69.3,,,,
69,,,,
77.3,,,,
58.5,,,,
52.3,,,,
66.1,,,,
85.15,,,,
36.6,,,,
39.075,,,,
57.1,,,,
56.5,,,,
63.4,,,,
29.35,,,,
57.6,,,,
31.55,,,,
75.8,,,,
58.2,,,,
48.625,,,,
51.55,,,,
59.7,,,,
59.3,,,,
58.15,,,,
56.1,,,,
48.7,,,,
50.05,,,,
51.2,,,,
80.75,,,,
45.225,,,,
61.1,,,,
58.3,,,,
47.85,,,,
51.5,,,,
45.225,,,,
76.2,,,,
73.5,,,,
37.225,,,,
48.05,,,,
61.05,,,,
61.15,,,,
50.4,,,,
81.1,,,,
64,,,,
40.775,,,,
52.1,,,,
51.15,,,,
47.85,,,,
57.675,,,,
82.6,,,,
43,,,,
55.3,,,,
60.55,,,,
44.15,,,,
64.125,,,,
36.35,,,,
55.9,,,,
61.65,,,,
48.75,,,,
34.7,,,,
54.8,,,,
65.35,,,,
45.65,,,,
44.1,,,,
49.05,,,,
55.5,,,,
59.6,,,,
42.15,,,,
60.8,,,,
39.775,,,,
72.5,,,,
55.4,,,,
54.65,,,,
53.5,,,,
22.9,,,,
46.2,,,,
69.45,,,,
64.8,,,,
40.35,,,,
53.6,,,,
56.85,,,,
53.8,,,,
48.525,,,,
65.6,,,,
29.575,,,,
65.2,,,,
61.6,,,,
59.75,,,,
65.5,,,,
49.6,,,,
70.4,,,,
66.55,,,,
49.975,,,,
35.45,,,,
56.25,,,,
62.3,,,,
38.425,,,,
96.1,,,,
44.6,,,,
56.1,,,,
41.825,,,,
72.2,,,,
54.8,,,,
70.35,,,,
37.8,,,,
32.7,,,,
54,,,,
48.325,,,,
54.35,,,,
50.3,,,,
41.625,,,,
37.04,,,,
57.4,,,,
90,,,,
24.15,,,,
44.675,,,,
66.85,,,,
63.75,,,,
48.625,,,,
42.65,,,,
43.8,,,,
39.95,,,,
52.4,,,,
40.525,,,,
47.25,,,,
58.65,,,,
41,,,,
76.25,,,,
63.2,,,,
49.525,,,,
40.7,,,,
43.4,,,,
51.55,,,,
53.2,,,,
51.65,,,,
56.45,,,,
69.8,,,,
27.6,,,,
46.125,,,,
68.15,,,,
39.85,,,,
67.8,,,,
41.875,,,,
76.25,,,,
46.95,,,,
66.4,,,,
42.85,,,,
55.1,,,,
73.95,,,,
54.15,,,,
44.05,,,,
45.45,,,,
65.8,,,,
61.2,,,,
71.1,,,,
32.525,,,,
62.3,,,,
72.15,,,,
68.8,,,,
73.2,,,,
48.775,,,,
37.275,,,,
29.9,,,,
53.9,,,,
48.625,,,,
66.2,,,,
36.35,,,,
53.3,,,,
68.65,,,,
76.2,,,,
54.9,,,,
47.5,,,,
62.82,,,,
43.4,,,,
59.2,,,,
42.625,,,,
38.8,,,,
39.5,,,,
70.3,,,,
68.4,,,,
44.45,,,,
50.1,,,,
53.45,,,,
57.85,,,,
61.9,,,,
55.7,,,,
41.75,,,,
63.3,,,,
56.65,,,,
42.8,,,,
70,,,,
24.1,,,,
25.5,,,,
57.7,,,,
35.5,,,,
56.1,,,,
49.71,,,,
41.55,,,,
46.15,,,,
28.2,,,,
75.8,,,,
35.65,,,,
63.1,,,,
93.7,,,,
58.6,,,,
62.8,,,,
70.8,,,,
65.35,,,,
56.85,,,,
60.75,,,,
69.2,,,,
86.95,,,,
64.6,,,,
54.6,,,,
30.675,,,,
46.85,,,,
66.25,,,,
61.8,,,,
52.95,,,,
46.075,,,,
32.35,,,,
50.1,,,,
53,,,,
30.025,,,,
64.2,,,,
60.8,,,,
57.45,,,,
68.1,,,,
42.95,,,,
64.8,,,,
96.5,,,,
54.4,,,,
60.85,,,,
50.4,,,,
41.825,,,,
50.675,,,,
56.3,,,,
51.55,,,,
75.6,,,,
58.5,,,,
60.2,,,,
56.9,,,,
59.45,,,,
42.55,,,,
73,,,,
47.775,,,,
46.5,,,,
33.075,,,,
31.4,,,,
70.45,,,,
54.3,,,,
65.1,,,,
59.7,,,,
59.2,,,,
84.9,,,,
62,,,,
43.85,,,,
44.8,,,,
44.725,,,,
70.35,,,,
61.95,,,,
71.8,,,,
42.925,,,,
52,,,,
61.5,,,,
39.225,,,,
49.35,,,,
74.9,,,,
126.6,,,,
63,,,,
48.75,,,,
72.3,,,,
49.6,,,,
55,,,,
57.15,,,,
44.6,,,,
50.6,,,,
40.5,,,,
62.7,,,,
48.2,,,,
75.4,,,,
76.2,,,,
44.35,,,,
31.55,,,,
48.5,,,,
52.75,,,,
35,,,,
33.45,,,,
58.15,,,,
44.575,,,,
59.6,,,,
32.425,,,,
41.25,,,,
50.2,,,,
52.5,,,,
72,,,,
37.6,,,,
57.9,,,,
46.15,,,,
65.6,,,,
54.7,,,,
53.5,,,,
49.875,,,,
74,,,,
44.8,,,,
37.45,,,,
45.85,,,,
49.225,,,,
46.95,,,,
75,,,,
46.8,,,,
45.75,,,,
36.9,,,,
35.9,,,,
50.7,,,,
