Pesom,Cinturam,,,,
53.8,80.1,,,,
67.2,87.5,,,,
71.45,93.15,,,,
68.5,87.7,,,,
72,99,,,,
39.775,89.2,,,,
55.8,90.25,,,,
81.95,105,,,,
88.7,107.45,,,,
65.9,83.45,,,,
49.125,70.5,,,,
90.9,103.05,,,,
57.3,96,,,,
56.2,,,,,
46.75,71.5,,,,
62.9,92,,,,
74.7,,,,,
59.55,82.45,,,,
64.35,93.45,,,,
69.3,112,,,,
57.7,88.9,,,,
58.4,84.5,,,,
74,97.5,,,,
110.6,119,,,,
67.7,91.05,,,,
87,99.75,,,,
96.3,113.15,,,,
45.75,79.6,,,,
49.7,77,,,,
68.4,91.65,,,,
94.15,109.1,,,,
61.4,81.5,,,,
95.7,116.85,,,,
61.25,90.15,,,,
61.45,85.05,,,,
71.15,97.1,,,,
85.45,114.05,,,,
56.85,75.8,,,,
60.1,73,,,,
52.65,77.1,,,,
94.9,110,,,,
64.6,,,,,
69.3,102,,,,
59.2,,,,,
59.5,74,,,,
34.175,62,,,,
94.9,116,,,,
56.8,77.4,,,,
70.7,102.9,,,,
64.6,92.8,,,,
73.1,99,,,,
73.8,88.4,,,,
49.5,90.5,,,,
63.4,87.85,,,,
65.05,94.4,,,,
60.7,86.5,,,,
59.25,76.7,,,,
36.95,222.2,,,,
57.5,76,,,,
67.7,91,,,,
64.6,83.5,,,,
87.75,98.5,,,,
70.9,103.9,,,,
43.4,85.3,,,,
51.7,80.5,,,,
69.2,90.95,,,,
65.45,,,,,
66.5,,,,,
67.3,88.5,,,,
61.2,90.5,,,,
59.3,,,,,
81.75,109.7,,,,
47.5,71.3,,,,
66.65,89.5,,,,
65.45,99.8,,,,
54.5,75,,,,
83.55,110.1,,,,
69.8,95,,,,
50.8,71.8,,,,
63.9,85,,,,
74.35,99.45,,,,
59.9,106.9,,,,
71.1,94.5,,,,
55.1,80.9,,,,
71.75,87.35,,,,
69.45,100.9,,,,
82,93,,,,
53.1,89,,,,
56.5,83.8,,,,
64.5,95.25,,,,
56.4,87.7,,,,
73.1,85.45,,,,
50.85,76.6,,,,
79.6,90.2,,,,
56.5,91.3,,,,
47.55,67.95,,,,
42.95,60.25,,,,
46.1,77,,,,
68.55,90.05,,,,
57.4,95.2,,,,
50.5,72,,,,
41.8,63.1,,,,
71.65,89.55,,,,
57.45,90.15,,,,
66.95,89.8,,,,
74.8,93.5,,,,
68.75,89.35,,,,
69.6,91,,,,
84.1,104.6,,,,
77.9,91.9,,,,
62.9,70.1,,,,
61.3,77.5,,,,
81.2,104,,,,
71.8,86.5,,,,
60,89.8,,,,
51.2,88.2,,,,
68.9,92.5,,,,
69.15,88.6,,,,
114.1,114,,,,
67,81.3,,,,
68.4,94,,,,
63.1,92,,,,
91.4,115,,,,
80.65,101.5,,,,
72.9,99.2,,,,
48.375,,,,,
45.55,75,,,,
62.65,85.5,,,,
70.1,88.5,,,,
69.85,93.7,,,,
62.3,98,,,,
80,94.3,,,,
69.8,,,,,
53.4,67.3,,,,
95.5,116,,,,
55.7,82.7,,,,
77.625,90.2,,,,
81.2,103,,,,
33.225,61,,,,
73.2,96.8,,,,
70.925,87.2,,,,
55.3,78,,,,
63.5,85.1,,,,
59.9,79.6,,,,
90,101.8,,,,
55.925,84.7,,,,
65.5,93.5,,,,
108.2,114,,,,
108,110,,,,
107.45,118,,,,
70.25,96,,,,
63.8,83.7,,,,
80.25,,,,,
65.3,87.15,,,,
52.3,72.6,,,,
56.35,97.25,,,,
81.4,104.6,,,,
80.65,114.5,,,,
84.75,118.55,,,,
60.9,90,,,,
59.7,83.2,,,,
65.95,86.6,,,,
69.45,101.7,,,,
85.5,,,,,
49.05,74.1,,,,
40.2,68,,,,
69.85,87.5,,,,
78.45,101.15,,,,
76.75,98.6,,,,
79.3,94.45,,,,
65.9,94.5,,,,
61.2,81.9,,,,
62.1,80.5,,,,
64.3,90.4,,,,
48.225,74.5,,,,
76.2,105.7,,,,
49.6,73,,,,
55,78.2,,,,
42.975,,,,,
65.1,80.9,,,,
82.2,92.5,,,,
38.8,85.5,,,,
82.4,90.6,,,,
95.5,118.4,,,,
62.95,99.4,,,,
74.8,103.4,,,,
49.225,80.4,,,,
34.35,65.6,,,,
75.8,87.8,,,,
56.2,75.8,,,,
60.1,90.8,,,,
71.8,96.5,,,,
83.45,111,,,,
71.1,101,,,,
60.4,85.5,,,,
63.65,89.2,,,,
103.25,103.5,,,,
62.65,87.8,,,,
76.2,93.5,,,,
73.65,100.5,,,,
56.8,81.3,,,,
91.8,112.8,,,,
60.8,84.1,,,,
85.615,102.6,,,,
83.7,100.5,,,,
73.04,112,,,,
91.3,106.2,,,,
63.8,84.6,,,,
66.6,104.8,,,,
79.7,106.85,,,,
72.5,94.7,,,,
77.7,94,,,,
74,97.4,,,,
63.7,95.2,,,,
91.7,108.6,,,,
69.25,95.7,,,,
89.2,110.4,,,,
74.2,,,,,
93.45,124.9,,,,
98.6,101.5,,,,
77.95,100.25,,,,
64.3,92.25,,,,
64.6,,,,,
67.2,98.2,,,,
83.25,107.3,,,,
57.8,95.6,,,,
121,146.2,,,,
78.95,98.85,,,,
65.2,92,,,,
64.4,94.65,,,,
59.35,86.3,,,,
55.85,84.85,,,,
69.9,90.25,,,,
82.1,103.2,,,,
67.8,94.4,,,,
75.1,91.4,,,,
27.125,53.1,,,,
70.45,111.15,,,,
59.4,97.65,,,,
68.7,95.55,,,,
58.15,,,,,
57.625,89.95,,,,
60.5,84.15,,,,
48.825,76,,,,
50.9,77.1,,,,
58.3,96.1,,,,
70.925,,,,,
69.45,96.05,,,,
63.4,88.3,,,,
88.8,76.65,,,,
50.7,,,,,
54.15,74.4,,,,
55.8,,,,,
43.2,61.15,,,,
84.3,117.05,,,,
62.6,84.15,,,,
83.65,102,,,,
91,110,,,,
67.9,108.55,,,,
59.95,,,,,
48.175,75,,,,
56.3,72,,,,
59.8,86.65,,,,
67,100,,,,
66.6,222.2,,,,
88.15,99.5,,,,
58.9,87.8,,,,
41.8,63.4,,,,
83.05,108.3,,,,
58.7,86.6,,,,
71.15,91.2,,,,
70.4,96,,,,
69.05,96.6,,,,
80.8,108.9,,,,
35.3,60.5,,,,
69.5,98.8,,,,
86.3,113.5,,,,
86.1,115.5,,,,
67.3,94.7,,,,
60.55,80.1,,,,
46.95,76.1,,,,
86.6,100,,,,
56.3,80.1,,,,
45.8,75.5,,,,
60.55,89,,,,
68.9,88.5,,,,
41.8,63.9,,,,
47.525,69.3,,,,
85.6,109.1,,,,
63.7,86,,,,
77,107.5,,,,
79.85,98,,,,
72.7,88.2,,,,
80.5,114.4,,,,
63.2,80.6,,,,
70.3,93,,,,
69.7,98.3,,,,
67.7,97.2,,,,
69.8,109.8,,,,
49.45,86.6,,,,
60,102.4,,,,
68.4,81,,,,
49.35,79.1,,,,
91.4,104.5,,,,
59.5,81.7,,,,
78.7,115.4,,,,
56.1,73,,,,
68.25,93.6,,,,
70.95,96.1,,,,
57.4,77.55,,,,
46.775,,,,,
76.8,106.3,,,,
41.25,68.6,,,,
62.45,85,,,,
78.05,87.7,,,,
31.1,64.5,,,,
47.525,73.5,,,,
46.925,70.5,,,,
41.35,66.2,,,,
80.95,100,,,,
71.25,93.9,,,,
101,128.5,,,,
82.75,113.5,,,,
94.15,,,,,
82.55,103.4,,,,
57.6,82.9,,,,
54.8,79.2,,,,
57.9,82,,,,
68.2,97.8,,,,
64.3,77.6,,,,
82,103.2,,,,
56.4,78,,,,
97.7,104.85,,,,
60.8,,,,,
49.3,68.6,,,,
70.8,104.35,,,,
92.6,108.25,,,,
59.9,,,,,
55.225,,,,,
64.25,103.4,,,,
67.7,88,,,,
77.15,110.9,,,,
76.95,107.65,,,,
60.4,96.6,,,,
68.65,89.25,,,,
69.65,102,,,,
49.15,71,,,,
74.45,94.05,,,,
76.8,97.7,,,,
83,98.25,,,,
64.2,82.4,,,,
60.6,86.7,,,,
59.8,222.21,,,,
76.3,99.7,,,,
89.8,117.1,,,,
50.6,74.55,,,,
93.7,118.5,,,,
83.75,115.35,,,,
58.4,101.8,,,,
60.35,93.5,,,,
72.525,91.7,,,,
70.6,91,,,,
58.1,76,,,,
73.4,92.25,,,,
90.6,109,,,,
79.4,97.9,,,,
56.65,79.3,,,,
42.8,73.55,,,,
48.8,72,,,,
61.9,103.45,,,,
66.9,95.55,,,,
52.3,79,,,,
38.95,66.8,,,,
57.575,90.15,,,,
41.975,68,,,,
76.1,89,,,,
72.8,,,,,
86.9,100.95,,,,
82.35,108.9,,,,
71.095,104.6,,,,
57.45,81.6,,,,
67.35,99.6,,,,
58.8,80.5,,,,
57.2,83.1,,,,
40.375,76.1,,,,
67.3,85.1,,,,
66.025,92.6,,,,
53.2,83,,,,
57.4,71.4,,,,
71.3,93.1,,,,
59.15,79.2,,,,
68.8,87.35,,,,
81.3,104.1,,,,
57,74,,,,
73.7,101.2,,,,
73.1,88.6,,,,
44.35,,,,,
48.35,86,,,,
48.85,78.45,,,,
74.8,97.2,,,,
51,69,,,,
64,,,,,
45.05,75.7,,,,
28.95,54.7,,,,
77.8,105,,,,
64.7,88.3,,,,
73.5,83.35,,,,
65.2,81,,,,
53.9,80.65,,,,
50.6,77.7,,,,
49.025,71.45,,,,
67,84.4,,,,
64.35,94.4,,,,
51.4,74.2,,,,
65.85,88.9,,,,
67.8,,,,,
67.9,95.2,,,,
58.8,82.1,,,,
68.6,222.21,,,,
61.5,85.6,,,,
93.3,106.8,,,,
105.95,117.5,,,,
102.325,106.6,,,,
70.025,89.1,,,,
87.45,107.1,,,,
50.3,82,,,,
77.4,103,,,,
78.45,111,,,,
64.2,,,,,
77.9,111.95,,,,
58.1,84,,,,
44.7,73.1,,,,
72.3,96.1,,,,
81.5,105.15,,,,
44.8,73.55,,,,
64.825,93.4,,,,
79.525,97.3,,,,
50.75,78.45,,,,
110.1,122.5,,,,
93.25,98.1,,,,
106.85,106.45,,,,
87.8,116.45,,,,
83.5,98.6,,,,
61.3,81.2,,,,
55.3,78.05,,,,
83.5,109.05,,,,
64.5,81.2,,,,
60.525,,,,,
39.95,69.2,,,,
68.3,91.3,,,,
106.8,130.95,,,,
70.4,89.5,,,,
59.15,,,,,
80.3,88.6,,,,
67.1,79.8,,,,
62.4,90,,,,
44.55,67,,,,
66.55,79.5,,,,
72.75,98.15,,,,
52.9,80.5,,,,
94.45,121.1,,,,
59.3,80,,,,
43.7,78,,,,
78.8,95,,,,
67.6,89.35,,,,
63.3,83.6,,,,
93.5,91.5,,,,
104.8,119.5,,,,
95.9,123.9,,,,
59.1,92.55,,,,
57.25,85.15,,,,
43.275,62.15,,,,
80.05,107.1,,,,
61.1,93.75,,,,
73.45,104.5,,,,
66.85,82.6,,,,
56.45,74.5,,,,
59.25,97.1,,,,
78.5,96.5,,,,
115.9,123.5,,,,
62.5,83.5,,,,
77.1,85,,,,
56.5,75.1,,,,
92.1,117.5,,,,
58.1,84,,,,
61.55,84.1,,,,
55.65,87.4,,,,
69.05,93.75,,,,
94.1,109,,,,
59.9,93.35,,,,
125,122.8,,,,
42.125,73,,,,
63.4,90,,,,
68.9,97,,,,
90.4,123.5,,,,
71,90,,,,
77.55,93.15,,,,
45.575,73.5,,,,
98.6,110.25,,,,
64.95,87.1,,,,
63.05,85.55,,,,
68.2,,,,,
66.5,85.5,,,,
72.2,99.35,,,,
60.5,86.6,,,,
66.1,95.4,,,,
56,91,,,,
54.65,86.15,,,,
86.4,105.15,,,,
51.9,92,,,,
46.2,63,,,,
51.9,70.55,,,,
79.35,107.5,,,,
76.75,92.4,,,,
67.4,95.1,,,,
72.9,72.9,,,,
65.925,65.9,,,,
81.1,104,,,,
58.4,92,,,,
48.2,96.25,,,,
45.5,74.65,,,,
74.4,96.55,,,,
51.6,73,,,,
68.7,92.1,,,,
74.65,93,,,,
41.625,66.4,,,,
46.55,79,,,,
67.9,90.55,,,,
56.6,91,,,,
50.65,70,,,,
57.3,84.4,,,,
46.4,63.1,,,,
77.5,90.3,,,,
40.7,69.2,,,,
56.2,74.55,,,,
50.5,74.9,,,,
63.45,82.2,,,,
72.1,84,,,,
41.75,65.7,,,,
40.3,64.1,,,,
42.25,63.85,,,,
51.1,75.6,,,,
76.3,,,,,
63.6,93.5,,,,
41.4,60.5,,,,
80.95,102,,,,
46.225,71,,,,
66.5,94.9,,,,
31.25,61.7,,,,
83.35,111.5,,,,
50.2,67.1,,,,
56.05,84.4,,,,
62.805,78.4,,,,
29.825,59,,,,
65.65,90.8,,,,
75.5,87.8,,,,
70.65,102.2,,,,
74.4,99.3,,,,
67.2,91.5,,,,
61.45,86.1,,,,
47.175,70,,,,
48.975,75.5,,,,
57.15,109,,,,
60.9,80.3,,,,
63.475,84.6,,,,
66.75,93.4,,,,
68.85,92.5,,,,
48.85,64.4,,,,
51.95,82.1,,,,
65.1,81.2,,,,
75.7,93.3,,,,
46.5,72,,,,
46.525,69,,,,
54.1,79.8,,,,
74.7,96,,,,
65.85,,,,,
70.2,99.5,,,,
69.85,101.9,,,,
52.15,81.6,,,,
48.55,73.2,,,,
74.3,99.5,,,,
65.65,90.3,,,,
47.3,78.3,,,,
45.25,91,,,,
47.5,73.5,,,,
87,112.5,,,,
55.4,80.05,,,,
52.9,86.1,,,,
47.85,64.5,,,,
67.85,97.15,,,,
51.05,86,,,,
58.9,90.15,,,,
48.6,70.65,,,,
65.775,101.3,,,,
89.2,101.35,,,,
69.975,98.4,,,,
51.15,88.15,,,,
61.3,88.15,,,,
64.4,88.5,,,,
60.8,97.5,,,,
55.1,91.05,,,,
69,96,,,,
66.7,84,,,,
38,74.05,,,,
70,86.65,,,,
83.6,109.9,,,,
48.725,72.5,,,,
54.75,,,,,
60.8,88.8,,,,
51.1,83,,,,
45.55,77,,,,
44.45,88.6,,,,
73.75,106.5,,,,
61.045,92.95,,,,
71.7,100,,,,
60.1,92,,,,
47.375,71.25,,,,
68.75,91.2,,,,
64.325,88.5,,,,
38.925,65,,,,
34.65,73.4,,,,
47.8,73.4,,,,
50.5,91.5,,,,
42.4,86.4,,,,
51.5,91.5,,,,
51.3,89.5,,,,
75.15,104.9,,,,
55.25,73.4,,,,
61,87.2,,,,
57.75,79,,,,
50.1,85.6,,,,
55.25,75.1,,,,
58.4,,,,,
84.2,104,,,,
71.3,91,,,,
43.75,71.7,,,,
64.8,92.6,,,,
71.6,84,,,,
71.5,87.1,,,,
65.2,,,,,
64.5,100.3,,,,
84.9,107.6,,,,
66.1,87.8,,,,
61.85,82,,,,
68,83.1,,,,
77.8,104,,,,
74,101,,,,
101.05,120.1,,,,
71.425,99.1,,,,
79.6,,,,,
92.1,121.7,,,,
58.1,,,,,
65.15,88.6,,,,
61.4,93.6,,,,
56.8,,,,,
95.4,107.15,,,,
60.65,79,,,,
70.9,101.8,,,,
113.35,133.3,,,,
45.75,71,,,,
121.6,127.75,,,,
45.2,73.5,,,,
60.5,91.75,,,,
61.5,77.25,,,,
52.5,77.9,,,,
70.9,100.85,,,,
84.525,112,,,,
56.1,83.15,,,,
58.35,91.9,,,,
46.45,67.45,,,,
71.3,93.85,,,,
60.1,94.5,,,,
64.6,82.4,,,,
46.8,65.05,,,,
62.65,88.45,,,,
57.45,84.4,,,,
52.5,80.1,,,,
53.15,76.6,,,,
76.95,96.15,,,,
53.85,84,,,,
74.95,109.3,,,,
91.9,124.75,,,,
91.4,105.95,,,,
48.15,75.3,,,,
62.725,84.4,,,,
82.3,103.3,,,,
41.9,69.85,,,,
54.4,73.9,,,,
42.15,75.6,,,,
48.75,79,,,,
69.95,101.25,,,,
66.6,,,,,
52.3,76.1,,,,
57.5,82,,,,
71.25,90.65,,,,
73.9,103.7,,,,
29.825,65.6,,,,
30,57.95,,,,
51.75,79,,,,
45.4,74,,,,
48.15,70.2,,,,
42.85,76.45,,,,
50.65,83.6,,,,
89.3,114.4,,,,
48.8,73.6,,,,
63.1,87.5,,,,
39.35,64.8,,,,
62.35,79.5,,,,
52.45,82.05,,,,
77.2,90.35,,,,
57,85.3,,,,
66.75,93.95,,,,
76.55,94.85,,,,
71.6,93.2,,,,
44.05,70.9,,,,
64.2,86.9,,,,
67.45,93.05,,,,
63.475,76.3,,,,
53.8,82.85,,,,
61.55,81.3,,,,
47.525,71.35,,,,
48.425,,,,,
70.55,103.7,,,,
40.2,78.2,,,,
66.35,92.55,,,,
43.25,74.4,,,,
60.5,85,,,,
60.2,83,,,,
69.125,90,,,,
60.7,84.25,,,,
47.225,72.65,,,,
64.55,94.8,,,,
44.925,63.5,,,,
55.405,86,,,,
72.6,83.6,,,,
76.05,103.3,,,,
68.1,90.4,,,,
55.1,81.2,,,,
56.55,86.8,,,,
64.35,87.4,,,,
51.8,74,,,,
61.3,72,,,,
58.75,92.7,,,,
73.7,98.2,,,,
56.55,82.6,,,,
66.7,91.8,,,,
73.65,100,,,,
73.65,95.7,,,,
74.75,94.7,,,,
73.85,96.2,,,,
72.35,90.15,,,,
66.65,93.5,,,,
72,92.5,,,,
54,87.2,,,,
57.4,85.4,,,,
65.3,78.3,,,,
52.7,,,,,
52.6,79,,,,
46.15,74.5,,,,
59.6,92,,,,
76.8,113.5,,,,
78.65,98.4,,,,
58.25,68.95,,,,
65.5,79,,,,
73.1,97,,,,
54.8,97.5,,,,
75.8,96.5,,,,
102.5,109.7,,,,
51.625,74,,,,
63.1,76.2,,,,
58,133,,,,
54.4,75,,,,
57.75,81,,,,
67,87.4,,,,
89.5,112,,,,
58.15,76,,,,
46.975,68,,,,
49.4,73,,,,
69.3,100.5,,,,
82.05,90.2,,,,
96.6,114.5,,,,
75.6,97.5,,,,
61.4,77.3,,,,
109.9,106.2,,,,
93.8,115.7,,,,
51.25,79,,,,
61.5,79,,,,
72,90.9,,,,
67.1,79.8,,,,
85.55,106.7,,,,
72.5,104.5,,,,
62.1,85.3,,,,
67.1,83.1,,,,
60.8,81.6,,,,
69.45,97,,,,
87.2,101,,,,
89.7,108,,,,
70.9,84.7,,,,
73.5,100.5,,,,
68.15,89.7,,,,
82.4,95,,,,
47.15,66.5,,,,
73.1,,,,,
91.1,96.8,,,,
70.5,92.5,,,,
74.4,101.3,,,,
85.9,99.5,,,,
56.7,84.3,,,,
42,65.7,,,,
70.9,88.5,,,,
69.3,98,,,,
63.35,109,,,,
45.025,68.7,,,,
90.75,113.25,,,,
68.2,90.6,,,,
65.65,80.7,,,,
49.775,73.1,,,,
34.7,63.6,,,,
62.15,85.15,,,,
51,80,,,,
59,83,,,,
67.35,102.4,,,,
71.1,,,,,
50,,,,,
67.7,85.2,,,,
48.75,82.85,,,,
56.1,82,,,,
61.2,83,,,,
61.6,90.55,,,,
85.5,105,,,,
74,94.1,,,,
86.1,97.05,,,,
82.25,102.25,,,,
47.65,69.3,,,,
62.2,89.5,,,,
67.95,91.2,,,,
61.75,90.3,,,,
54.3,,,,,
74.25,104.5,,,,
48.1,83.5,,,,
69.5,94.3,,,,
60.5,83,,,,
65,85.8,,,,
76.4,100.9,,,,
94.5,113.6,,,,
66.5,85,,,,
47.5,74.9,,,,
47.575,70.1,,,,
45.1,70.1,,,,
55.5,84.1,,,,
80.9,101.3,,,,
50.95,,,,,
41.125,62.2,,,,
89,94,,,,
43.2,66,,,,
54.7,83.8,,,,
77.45,103.1,,,,
107.65,110.6,,,,
38.9,64.4,,,,
69.5,98.5,,,,
48.15,70.9,,,,
64.4,90,,,,
45.15,69.9,,,,
76.15,94.9,,,,
55.05,79.25,,,,
71.4,93.95,,,,
58.65,76.55,,,,
64.05,90.1,,,,
63.2,95.4,,,,
77.1,98.15,,,,
56.1,,,,,
76.75,123.35,,,,
43.65,64,,,,
65.05,97.6,,,,
72.2,94.5,,,,
67.95,,,,,
59.5,81.1,,,,
54.4,77.5,,,,
53.5,80,,,,
71.5,97,,,,
77.15,99.05,,,,
83.2,108.3,,,,
52.7,80.5,,,,
83.45,96.65,,,,
61.25,,,,,
45.95,69,,,,
65.5,94.5,,,,
65.775,99,,,,
88.3,105.5,,,,
51.5,83.85,,,,
45.3,73.1,,,,
48.45,76.25,,,,
82.6,100.1,,,,
78.9,101.3,,,,
71.1,100.1,,,,
97.2,105.6,,,,
61.525,96.05,,,,
63.5,82.5,,,,
56,80.25,,,,
74.2,93.2,,,,
60.15,91.7,,,,
57,95.5,,,,
75.45,87.9,,,,
60.6,,,,,
51.75,79.5,,,,
54.4,83.05,,,,
61.35,84.1,,,,
81,91.85,,,,
74.4,97.1,,,,
58.15,84.8,,,,
59.1,81.2,,,,
59.9,90.3,,,,
60.75,83.95,,,,
69,88.05,,,,
75.5,100.45,,,,
68.55,,,,,
80.15,116.45,,,,
62.6,,,,,
74.65,97.1,,,,
55.25,83.4,,,,
51.7,88.5,,,,
45.875,74.7,,,,
71.9,109,,,,
61.95,82.8,,,,
53.45,81.2,,,,
54.35,84.3,,,,
77,108,,,,
78,90.2,,,,
72.6,103.2,,,,
42.425,72.3,,,,
74.45,90.3,,,,
70.15,99.5,,,,
65.15,94.6,,,,
77.6,97.1,,,,
53.65,77,,,,
58.7,89.5,,,,
52.1,73.5,,,,
66.3,84.7,,,,
65.8,88.6,,,,
56,73.7,,,,
62.1,84.3,,,,
77.75,102.8,,,,
51.8,75.8,,,,
81.9,99.5,,,,
66.9,91.2,,,,
64.3,90.3,,,,
57.7,92,,,,
97.15,109.3,,,,
54.65,80,,,,
39.15,59,,,,
72.3,115,,,,
82.3,102.1,,,,
96.6,105.2,,,,
74.65,102.4,,,,
91.1,120.5,,,,
60.2,81,,,,
65.8,79.5,,,,
89.2,111.8,,,,
100.65,103,,,,
67.15,,,,,
61.5,83.4,,,,
59.35,103.1,,,,
42.175,,,,,
34.525,67.75,,,,
57.8,89.3,,,,
85.9,106.55,,,,
54.8,84.8,,,,
56,89.4,,,,
66.1,108.85,,,,
65.4,77.1,,,,
57.825,68.5,,,,
66.25,92.8,,,,
58,96.7,,,,
87.6,109,,,,
68.2,117.7,,,,
61.85,92.25,,,,
54.9,92.5,,,,
86.05,102,,,,
89.45,121.8,,,,
92.1,112,,,,
55.6,77.4,,,,
68.625,100,,,,
86.1,108.85,,,,
63.05,101.5,,,,
70.9,94.75,,,,
64.9,89.4,,,,
41.4,62.65,,,,
73.825,107,,,,
72.2,101.5,,,,
45.745,67.3,,,,
79.4,105.2,,,,
73.395,84.8,,,,
63,86.2,,,,
57.4,81.85,,,,
57.8,73.35,,,,
67.8,99.9,,,,
54.2,72.2,,,,
46.05,67.2,,,,
50.45,79.15,,,,
83.4,102.6,,,,
70.65,97.05,,,,
89.85,,,,,
49.35,,,,,
71.95,81,,,,
40.9,64.5,,,,
61.8,74.45,,,,
58.9,84.4,,,,
68.1,,,,,
73.4,222.22,,,,
96.7,109.8,,,,
83.4,,,,,
73.55,86.3,,,,
92.525,105,,,,
73.5,101.4,,,,
74.8,105.4,,,,
49.5,84.9,,,,
69.65,93.6,,,,
82.65,105.3,,,,
54,71,,,,
101.15,122.75,,,,
92.1,120,,,,
89.5,117,,,,
80.65,84.45,,,,
53.4,75.2,,,,
57.85,83.35,,,,
80.2,88,,,,
80.725,102.5,,,,
84.35,101.5,,,,
98.6,110.1,,,,
77.1,93.2,,,,
63.9,99.4,,,,
66.45,,,,,
67.65,83.95,,,,
62.55,87.8,,,,
70.75,90,,,,
92.25,116.5,,,,
67.7,92.2,,,,
59.25,89.2,,,,
64.65,89.3,,,,
84.9,117.1,,,,
49.625,89.4,,,,
67.9,79.8,,,,
65.5,,,,,
61.95,100.45,,,,
68.65,89.5,,,,
61.5,85,,,,
69.4,85.9,,,,
52.3,74.8,,,,
66.4,,,,,
54.8,,,,,
60.55,83,,,,
87.1,108.35,,,,
67.45,100.35,,,,
47.9,72.05,,,,
67.4,90.05,,,,
57,90.1,,,,
66.15,97.3,,,,
51.55,76.9,,,,
50.625,85,,,,
52.75,,,,,
103.9,115.5,,,,
69.55,92.65,,,,
68.6,79,,,,
48,72.9,,,,
57,81.9,,,,
77.9,93.1,,,,
63.95,93.8,,,,
57.25,94.15,,,,
46.75,77.4,,,,
74.9,91.5,,,,
54.4,82,,,,
64.7,83.9,,,,
64.3,89.35,,,,
55.85,81.25,,,,
61.1,95.3,,,,
64.6,89.8,,,,
55,85,,,,
61.65,81.95,,,,
67.2,89.9,,,,
71.5,114.7,,,,
72.3,90.5,,,,
53.9,73.5,,,,
76,104.6,,,,
82.65,98.5,,,,
58.7,84.6,,,,
64.2,91.1,,,,
55.7,79.4,,,,
47.575,85.8,,,,
50.65,73.3,,,,
57.1,74.9,,,,
50.4,98.15,,,,
67.5,113,,,,
55.65,80.95,,,,
87.1,120.8,,,,
77.8,94.3,,,,
69.2,89.6,,,,
62.95,87.8,,,,
45.05,70.7,,,,
52.2,72.2,,,,
53.9,81,,,,
60.85,,,,,
44.05,70.15,,,,
96.65,118.55,,,,
89.3,106.3,,,,
57.1,74.65,,,,
81.6,107.65,,,,
41.1,62.1,,,,
54.35,76.35,,,,
55.05,,,,,
57,73,,,,
80,103.5,,,,
74.85,92.15,,,,
77.6,103.5,,,,
68.25,82.6,,,,
43.5,87.8,,,,
90.15,100.95,,,,
48.1,63.75,,,,
55.15,87,,,,
67.25,96,,,,
69.9,97.65,,,,
63.3,84.05,,,,
49.15,98.25,,,,
51.65,72.8,,,,
51.35,69.4,,,,
65.7,95,,,,
79.3,103.1,,,,
60.25,83.45,,,,
46.95,69.8,,,,
68.9,92.15,,,,
55.3,68.5,,,,
65.2,84.95,,,,
63.1,87.55,,,,
92.25,122.55,,,,
70.45,93.3,,,,
77.6,97.45,,,,
82.605,99.15,,,,
51.9,82.1,,,,
69.35,93.95,,,,
52.7,90.75,,,,
105.9,117.05,,,,
60.3,80.1,,,,
53,78.35,,,,
74.1,103,,,,
53.15,76,,,,
50.55,74.6,,,,
99.5,109.3,,,,
47.65,84.5,,,,
89.2,116.5,,,,
54.5,70.4,,,,
66.3,97,,,,
65.6,90.9,,,,
79.6,101.95,,,,
64.1,89.05,,,,
54,80,,,,
44.95,89.45,,,,
93.1,101.8,,,,
72.1,93.7,,,,
54.4,75.8,,,,
51.7,90.8,,,,
96.55,112.2,,,,
63.35,84.7,,,,
72.75,91.25,,,,
79.65,96.3,,,,
74.3,88.1,,,,
69.4,97.5,,,,
87,107,,,,
80.45,109,,,,
60.5,80.75,,,,
82.55,95.1,,,,
58.3,96.65,,,,
90.8,118.1,,,,
72,87,,,,
62.3,86.5,,,,
96.15,108.05,,,,
63,87.75,,,,
85.1,102.8,,,,
56.7,95.05,,,,
84.6,95.05,,,,
50.6,74.65,,,,
49.95,,,,,
53.85,74.65,,,,
67.9,99.5,,,,
68.3,91.1,,,,
50.8,82.95,,,,
56.4,,,,,
53.65,84,,,,
55.8,89.55,,,,
54.8,84,,,,
56.5,77.2,,,,
77.9,97.9,,,,
69.25,,,,,
77.6,99.75,,,,
88.3,111.2,,,,
38.3,63,,,,
51.4,78.5,,,,
62.8,79.4,,,,
57.3,90.6,,,,
51.1,97.75,,,,
72.5,108.55,,,,
76.7,101.1,,,,
58.8,87.9,,,,
49.8,68,,,,
73.85,95.3,,,,
82.4,93.4,,,,
68.65,89.1,,,,
69.425,99,,,,
84.3,99.1,,,,
73.15,222.2,,,,
50.85,73,,,,
75.4,111.4,,,,
47.875,91.25,,,,
73.15,96.5,,,,
119.3,122.6,,,,
57.5,80.1,,,,
48.925,86.3,,,,
50.25,72.6,,,,
68.5,93.5,,,,
64,84.35,,,,
82.1,99.55,,,,
70,104.95,,,,
80.8,99,,,,
69.4,94.5,,,,
71.55,84,,,,
79.15,119.4,,,,
64.1,82.95,,,,
67.2,100.8,,,,
70.6,93.2,,,,
85.4,96.4,,,,
73.1,88.8,,,,
89.85,96,,,,
82.7,103.5,,,,
44.725,67,,,,
49.5,79.25,,,,
